Regiao;Data;Usuario;Primeira Visita;Total;Usuarios;DT
Espirito Santo;20231118;1;1;1;1;18/11/2023
Goias;20231113;1;0;1;1;13/11/2023
Goias;20231114;1;0;1;1;14/11/2023
Goias;20231115;1;2;3;3;15/11/2023
Goias;20231117;1;0;1;1;17/11/2023
Goias;20231118;1;0;1;1;18/11/2023
Mato Grosso do Sul;20231114;1;0;1;1;14/11/2023
Mato Grosso do Sul;20231115;1;0;1;1;15/11/2023
Mato Grosso do Sul;20231119;1;0;1;1;19/11/2023
Paraiba;20231113;1;0;1;1;13/11/2023
Paraiba;20231114;1;0;1;1;14/11/2023
Paraiba;20231118;1;1;2;2;18/11/2023
Parana;20231113;1;2;2;2;13/11/2023
Parana;20231115;1;2;4;4;15/11/2023
Parana;20231116;1;1;2;2;16/11/2023
Piaui;20231114;1;0;1;1;14/11/2023
Piaui;20231119;1;0;1;1;19/11/2023
Rio Grande do Norte;20231117;1;0;1;1;17/11/2023
Rio Grande do Sul;20231115;1;3;4;4;15/11/2023
Santa Catarina;20231115;1;3;4;4;15/11/2023
Santa Catarina;20231117;1;4;6;6;17/11/2023
Santa Catarina;20231118;1;1;2;2;18/11/2023
Santa Catarina;20231119;1;3;3;3;19/11/2023
Sao Paulo;20231114;1;9;10;10;14/11/2023
Sao Paulo;20231116;1;4;6;6;16/11/2023
Sao Paulo;20231117;1;7;10;8;17/11/2023
Sao Paulo;20231118;1;4;5;5;18/11/2023
(not set);20231113;0;1;1;1;13/11/2023
(not set);20231118;0;2;2;2;18/11/2023
Braga;20231119;0;1;1;1;19/11/2023
Florida;20231118;0;1;1;1;18/11/2023
Lombardy;20231114;0;1;1;1;14/11/2023
Mexico City;20231119;0;0;1;0;19/11/2023
Moscow;20231114;0;1;1;1;14/11/2023
New York;20231116;0;1;1;1;16/11/2023
Occitanie;20231113;0;1;1;1;13/11/2023
Porto District;20231117;0;2;2;2;17/11/2023
Puebla;20231118;0;1;1;1;18/11/2023
San Luis Province;20231113;0;1;1;1;13/11/2023
Saxony;20231114;0;1;1;1;14/11/2023
Saxony;20231118;0;1;1;1;18/11/2023
Setubal;20231113;0;1;1;1;13/11/2023
Alagoas;20231119;0;1;1;1;19/11/2023
Amazonas;20231114;0;1;1;1;14/11/2023
Amazonas;20231115;0;2;2;2;15/11/2023
Amazonas;20231119;0;1;1;1;19/11/2023
Bahia;20231118;0;1;1;1;18/11/2023
Bahia;20231119;0;1;1;1;19/11/2023
Ceara;20231114;0;2;2;2;14/11/2023
Ceara;20231116;0;1;1;1;16/11/2023
Ceara;20231118;0;3;3;3;18/11/2023
Maranhao;20231114;0;1;1;1;14/11/2023
Maranhao;20231117;0;1;1;1;17/11/2023
Mato Grosso;20231115;0;1;1;1;15/11/2023
Mato Grosso do Sul;20231118;0;1;1;1;18/11/2023
Para;20231113;0;1;1;1;13/11/2023
Para;20231114;0;2;2;2;14/11/2023
Para;20231115;0;0;1;1;15/11/2023
Para;20231116;0;2;2;2;16/11/2023
Para;20231117;0;1;1;1;17/11/2023
Paraiba;20231116;0;1;1;1;16/11/2023
Parana;20231117;0;3;3;3;17/11/2023
Parana;20231119;0;2;2;2;19/11/2023
Pernambuco;20231114;0;2;2;2;14/11/2023
Pernambuco;20231115;0;1;1;1;15/11/2023
Pernambuco;20231116;0;1;1;1;16/11/2023
Pernambuco;20231118;0;1;1;1;18/11/2023
Pernambuco;20231119;0;2;2;2;19/11/2023
Piaui;20231116;0;1;1;1;16/11/2023
Rio Grande do Norte;20231119;0;1;1;1;19/11/2023
Rio Grande do Sul;20231114;0;2;2;2;14/11/2023
Rio Grande do Sul;20231117;0;3;3;3;17/11/2023
Rio Grande do Sul;20231118;0;1;1;1;18/11/2023
Rio Grande do Sul;20231119;0;1;1;1;19/11/2023
Rondonia;20231114;0;1;1;1;14/11/2023
Santa Catarina;20231113;0;1;1;1;13/11/2023
Santa Catarina;20231114;0;2;2;2;14/11/2023
Santa Catarina;20231116;0;2;2;2;16/11/2023
Sergipe;20231113;0;2;2;2;13/11/2023
Sergipe;20231114;0;1;1;1;14/11/2023
Sergipe;20231115;0;3;3;3;15/11/2023
Sergipe;20231116;0;1;1;1;16/11/2023
Sergipe;20231119;0;1;1;1;19/11/2023
Tocantins;20231115;0;1;1;1;15/11/2023
Tennessee;20231116;0;1;1;1;16/11/2023
Rio de Janeiro;20231125;47;34;79;77;25/11/2023
Rio de Janeiro;20231123;37;33;72;69;23/11/2023
Rio de Janeiro;20231122;33;16;48;48;22/11/2023
Rio de Janeiro;20231126;33;21;59;55;26/11/2023
Rio de Janeiro;20231120;25;24;48;47;20/11/2023
Rio de Janeiro;20231121;25;27;52;49;21/11/2023
Rio de Janeiro;20231124;24;29;59;52;24/11/2023
Federal District;20231123;6;1;7;7;23/11/2023
Minas Gerais;20231122;6;2;8;8;22/11/2023
Sao Paulo;20231126;6;7;13;13;26/11/2023
Minas Gerais;20231125;5;1;6;6;25/11/2023
Federal District;20231122;4;1;5;5;22/11/2023
Minas Gerais;20231120;4;2;6;6;20/11/2023
Sao Paulo;20231124;4;5;12;12;24/11/2023
Sao Paulo;20231125;4;4;10;9;25/11/2023
Bahia;20231122;3;4;7;7;22/11/2023
Minas Gerais;20231121;3;1;4;4;21/11/2023
Minas Gerais;20231123;3;5;8;8;23/11/2023
Minas Gerais;20231124;3;5;8;7;24/11/2023
Sao Paulo;20231123;3;12;16;16;23/11/2023
Federal District;20231120;2;2;4;4;20/11/2023
Federal District;20231121;2;0;3;2;21/11/2023
Federal District;20231124;2;1;3;3;24/11/2023
Federal District;20231126;2;1;3;3;26/11/2023
Bahia;20231123;2;4;6;6;23/11/2023
Bahia;20231126;2;1;3;3;26/11/2023
Espirito Santo;20231122;2;7;10;9;22/11/2023
Espirito Santo;20231124;2;3;5;5;24/11/2023
Espirito Santo;20231125;2;1;3;3;25/11/2023
Espirito Santo;20231126;2;2;4;4;26/11/2023
Minas Gerais;20231126;2;4;9;8;26/11/2023
Para;20231123;2;2;4;4;23/11/2023
Rio Grande do Norte;20231123;2;0;2;2;23/11/2023
Sao Paulo;20231120;2;4;6;6;20/11/2023
California;20231126;1;0;1;1;26/11/2023
England;20231123;1;2;2;2;23/11/2023
Federal District;20231125;1;3;4;4;25/11/2023
Lisbon;20231123;1;1;2;2;23/11/2023
Lisbon;20231125;1;0;1;1;25/11/2023
Mexico City;20231123;1;0;1;1;23/11/2023
Ontario;20231122;1;0;1;1;22/11/2023
Setubal;20231126;1;0;1;1;26/11/2023
Alagoas;20231122;1;1;2;2;22/11/2023
Alagoas;20231123;1;1;2;2;23/11/2023
Alagoas;20231126;1;5;5;5;26/11/2023
Amazonas;20231120;1;1;1;1;20/11/2023
Bahia;20231120;1;2;3;3;20/11/2023
Bahia;20231121;1;5;7;6;21/11/2023
Bahia;20231125;1;2;3;3;25/11/2023
Ceara;20231122;1;4;5;5;22/11/2023
Ceara;20231123;1;3;4;4;23/11/2023
Ceara;20231124;1;0;1;1;24/11/2023
Espirito Santo;20231120;1;2;3;3;20/11/2023
Espirito Santo;20231123;1;3;4;4;23/11/2023
Goias;20231121;1;0;1;1;21/11/2023
Goias;20231123;1;1;2;2;23/11/2023
Goias;20231126;1;1;2;2;26/11/2023
Mato Grosso do Sul;20231122;1;1;2;2;22/11/2023
Mato Grosso do Sul;20231124;1;0;1;1;24/11/2023
Mato Grosso do Sul;20231125;1;1;2;2;25/11/2023
Mato Grosso do Sul;20231126;1;0;1;1;26/11/2023
Para;20231122;1;1;2;2;22/11/2023
Para;20231124;1;1;2;2;24/11/2023
Paraiba;20231120;1;0;1;1;20/11/2023
Paraiba;20231121;1;0;1;1;21/11/2023
Paraiba;20231124;1;0;1;1;24/11/2023
Paraiba;20231126;1;1;2;2;26/11/2023
Parana;20231120;1;2;2;2;20/11/2023
Parana;20231123;1;0;1;1;23/11/2023
Parana;20231124;1;2;3;3;24/11/2023
Pernambuco;20231121;1;0;1;1;21/11/2023
Pernambuco;20231123;1;1;2;2;23/11/2023
Piaui;20231120;1;0;1;1;20/11/2023
Rio Grande do Norte;20231122;1;0;1;1;22/11/2023
Rio Grande do Norte;20231126;1;2;3;3;26/11/2023
Rio Grande do Sul;20231120;1;0;1;1;20/11/2023
Rio Grande do Sul;20231123;1;2;3;3;23/11/2023
Santa Catarina;20231123;1;2;3;3;23/11/2023
Santa Catarina;20231125;1;1;2;2;25/11/2023
Sao Paulo;20231122;1;9;10;10;22/11/2023
Valencian Community;20231120;1;0;1;1;20/11/2023
Wallonia;20231125;1;1;1;1;25/11/2023
(not set);20231121;0;1;1;1;21/11/2023
(not set);20231124;0;1;1;1;24/11/2023
Balearic Islands;20231125;0;1;1;1;25/11/2023
Braga;20231122;0;0;1;0;22/11/2023
California;20231120;0;0;1;0;20/11/2023
California;20231125;0;1;1;1;25/11/2023
Canton of Bern;20231125;0;0;1;1;25/11/2023
Community of Madrid;20231122;0;1;1;1;22/11/2023
Emilia-Romagna;20231121;0;1;1;1;21/11/2023
Florida;20231120;0;1;1;1;20/11/2023
Florida;20231122;0;1;1;1;22/11/2023
Istanbul;20231124;0;1;1;1;24/11/2023
Lisbon;20231122;0;1;1;1;22/11/2023
Moscow;20231123;0;1;1;1;23/11/2023
Moscow;20231126;0;1;1;1;26/11/2023
Ontario;20231121;0;1;1;1;21/11/2023
Quebec;20231120;0;1;1;1;20/11/2023
Saxony;20231121;0;1;1;1;21/11/2023
Acre;20231126;0;1;1;1;26/11/2023
Alagoas;20231124;0;1;1;1;24/11/2023
Alagoas;20231125;0;1;1;1;25/11/2023
Amazonas;20231121;0;1;1;1;21/11/2023
Amazonas;20231122;0;1;1;1;22/11/2023
Amazonas;20231123;0;3;3;3;23/11/2023
Bahia;20231124;0;1;2;1;24/11/2023
Ceara;20231120;0;1;1;1;20/11/2023
Ceara;20231121;0;1;1;1;21/11/2023
Ceara;20231125;0;2;2;2;25/11/2023
Ceara;20231126;0;6;7;6;26/11/2023
Goias;20231120;0;0;1;0;20/11/2023
Goias;20231122;0;1;2;2;22/11/2023
Goias;20231124;0;2;2;2;24/11/2023
Goias;20231125;0;0;1;1;25/11/2023
Maranhao;20231121;0;1;1;1;21/11/2023
Maranhao;20231123;0;1;1;1;23/11/2023
Maranhao;20231124;0;1;1;1;24/11/2023
Mato Grosso;20231121;0;1;1;1;21/11/2023
Para;20231120;0;1;1;1;20/11/2023
Paraiba;20231122;0;1;1;1;22/11/2023
Parana;20231121;0;1;1;1;21/11/2023
Parana;20231122;0;3;4;3;22/11/2023
Parana;20231125;0;2;2;2;25/11/2023
Parana;20231126;0;1;1;1;26/11/2023
Pernambuco;20231120;0;2;2;2;20/11/2023
Pernambuco;20231122;0;2;2;2;22/11/2023
Pernambuco;20231124;0;1;1;1;24/11/2023
Pernambuco;20231125;0;1;1;1;25/11/2023
Piaui;20231124;0;1;1;1;24/11/2023
Rio Grande do Norte;20231120;0;1;1;1;20/11/2023
Rio Grande do Norte;20231121;0;1;1;1;21/11/2023
Rio Grande do Norte;20231124;0;1;1;1;24/11/2023
Rio Grande do Norte;20231125;0;5;5;5;25/11/2023
Rio Grande do Sul;20231122;0;1;1;1;22/11/2023
Rio Grande do Sul;20231124;0;2;2;2;24/11/2023
Rio Grande do Sul;20231125;0;1;1;1;25/11/2023
Rio Grande do Sul;20231126;0;2;2;2;26/11/2023
Santa Catarina;20231120;0;4;4;4;20/11/2023
Santa Catarina;20231121;0;1;1;1;21/11/2023
Santa Catarina;20231122;0;1;1;1;22/11/2023
Santa Catarina;20231126;0;2;3;2;26/11/2023
Sao Paulo;20231121;0;6;8;8;21/11/2023
Sergipe;20231120;0;1;1;1;20/11/2023
Sergipe;20231122;0;1;1;1;22/11/2023
Sergipe;20231124;0;1;1;1;24/11/2023
Sergipe;20231126;0;1;1;1;26/11/2023
Valais;20231125;0;1;1;1;25/11/2023
