res_flu;res_adv;cod_jogo;adversario;data;agrupado
3;3;5448;Portuguesa SP;29/01/1949;Fluminense 3 X 3 Portuguesa SP - 
0;3;5449;Palmeiras;02/02/1949;Fluminense 0 X 3 Palmeiras - 
2;5;5451;Athletico PR;27/03/1949;Fluminense 2 X 5 Athletico PR - 
8;3;5452;Coritiba;29/03/1949;Fluminense 8 X 3 Coritiba - 
6;0;5453;Frigorífico;03/04/1949;Fluminense 6 X 0 Frigorífico - 
1;5;5454;Arsenal;15/05/1949;Fluminense 1 X 5 Arsenal - 
1;3;5455;Nacional Uruguai;25/05/1949;Fluminense 1 X 3 Nacional Uruguai - 
1;1;5457;Penharol;29/05/1949;Fluminense 1 X 1 Penharol - 
1;1;5458;Internacional;01/06/1949;Fluminense 1 X 1 Internacional - 
4;3;5459;Pelotas;07/06/1949;Fluminense 4 X 3 Pelotas - 
3;2;5460;Rapid;12/06/1949;Fluminense 3 X 2 Rapid - 
5;2;5461;Bangu;18/06/1949;Fluminense 5 X 2 Bangu - 
1;1;5462;Bangu;03/07/1949;Fluminense 1 X 1 Bangu - 
4;0;5463;São Cristovão;10/07/1949;Fluminense 4 X 0 São Cristovão - 
5;4;5464;América;17/07/1949;Fluminense 5 X 4 América - 
3;3;5465;Canto do Rio;24/07/1949;Fluminense 3 X 3 Canto do Rio - 
6;2;5466;Bonsucesso;31/07/1949;Fluminense 6 X 2 Bonsucesso - 
2;1;5467;Nacional Uruguai;11/08/1949;Fluminense 2 X 1 Nacional Uruguai - 
3;0;5468;Olaria;14/08/1949;Fluminense 3 X 0 Olaria - 
1;0;5469;Botafogo;28/08/1949;Fluminense 1 X 0 Botafogo - 
2;2;5470;Juiz de Fora;04/09/1949;Fluminense 2 X 2 Juiz de Fora - 
4;1;5471;Madureira;18/09/1949;Fluminense 4 X 1 Madureira - 
2;2;5472;Bangu;25/09/1949;Fluminense 2 X 2 Bangu - 
3;1;5473;São Cristovão;02/10/1949;Fluminense 3 X 1 São Cristovão - 
3;2;5474;América;08/10/1949;Fluminense 3 X 2 América - 
8;1;5475;Canto do Rio;16/10/1949;Fluminense 8 X 1 Canto do Rio - 
3;1;5476;Bonsucesso;23/10/1949;Fluminense 3 X 1 Bonsucesso - 
4;3;5477;Olaria;06/11/1949;Fluminense 4 X 3 Olaria - 
10;2;5478;Sel. Espirito Santo;13/11/1949;Fluminense 10 X 2 Sel. Espirito Santo - 
2;1;5479;Vitoria ES;15/11/1949;Fluminense 2 X 1 Vitoria ES - 
2;1;5480;Botafogo;20/11/1949;Fluminense 2 X 1 Botafogo - 
4;2;5481;São Paulo;08/12/1949;Fluminense 4 X 2 São Paulo - 
1;1;5482;Madureira;10/12/1949;Fluminense 1 X 1 Madureira - 
2;1;5483;Malmoe;14/12/1949;Fluminense 2 X 1 Malmoe - 
5;6;5484;Portuguesa SP;18/12/1949;Fluminense 5 X 6 Portuguesa SP - 
6;2;5485;Brasil RS;03/04/1920;Fluminense 6 X 2 Brasil RS - 
3;2;5487;Bangu;11/04/1920;Fluminense 3 X 2 Bangu - 
3;2;5488;São Cristovão;25/04/1920;Fluminense 3 X 2 São Cristovão - 
2;1;5489;Andaraí;02/05/1920;Fluminense 2 X 1 Andaraí - 
7;1;5490;Palmeiras RJ;09/05/1920;Fluminense 7 X 1 Palmeiras RJ - 
1;1;5491;América;27/06/1920;Fluminense 1 X 1 América - 
3;0;5492;Vila Isabel;04/07/1920;Fluminense 3 X 0 Vila Isabel - 
3;1;5493;Botafogo;18/07/1920;Fluminense 3 X 1 Botafogo - 
3;2;5494;América;08/08/1920;Fluminense 3 X 2 América - 
3;0;5495;Juiz de Fora;12/10/1920;Fluminense 3 X 0 Juiz de Fora - 
2;1;5496;Mangueira;24/10/1920;Fluminense 2 X 1 Mangueira - 
0;3;5497;Vila Isabel;31/10/1920;Fluminense 0 X 3 Vila Isabel - 
1;2;5498;Botafogo;07/11/1920;Fluminense 1 X 2 Botafogo - 
2;1;5499;Bangu;14/11/1920;Fluminense 2 X 1 Bangu - 
1;1;5500;Palmeiras RJ;21/11/1920;Fluminense 1 X 1 Palmeiras RJ - 
6;0;5501;São Cristovão;28/11/1920;Fluminense 6 X 0 São Cristovão - 
3;2;5502;Mangueira;12/12/1920;Fluminense 3 X 2 Mangueira - 
3;1;5503;São Paulo;08/01/1950;Fluminense 3 X 1 São Paulo - 
1;3;5504;Corinthians;28/01/1950;Fluminense 1 X 3 Corinthians - 
1;3;5505;Palmeiras;05/02/1950;Fluminense 1 X 3 Palmeiras - 
0;3;5506;Universitário;05/03/1950;Fluminense 0 X 3 Universitário - 
6;2;5507;Sucre;12/03/1950;Fluminense 6 X 2 Sucre - 
1;2;5508;Deportivo Municipal;19/03/1950;Fluminense 1 X 2 Deportivo Municipal - 
1;1;5509;Alianza de Lima;26/03/1950;Fluminense 1 X 1 Alianza de Lima - 
1;1;5510;Ferroviário Bolívia;02/04/1950;Fluminense 1 X 1 Ferroviário Bolívia - 
2;1;5511;Bolívar;09/04/1950;Fluminense 2 X 1 Bolívar - 
5;3;5513;Seleção Arequipa;18/04/1950;Fluminense 5 X 3 Seleção Arequipa - 
6;4;5514;Barcelona Guaiaquil;22/04/1950;Fluminense 6 X 4 Barcelona Guaiaquil - 
7;4;5515;Norte América;26/04/1950;Fluminense 7 X 4 Norte América - 
2;2;5516;Emelec;30/04/1950;Fluminense 2 X 2 Emelec - 
0;3;5517;Colo Colo;07/05/1950;Fluminense 0 X 3 Colo Colo - 
2;2;5518;Seleção Chile;14/05/1950;Fluminense 2 X 2 Seleção Chile - 
1;1;5519;Colo Colo;18/05/1950;Fluminense 1 X 1 Colo Colo - 
3;5;5520;Goiás;20/10/2007;Fluminense 3 X 5 Goiás - 
6;1;5521;Santiago Wanders;21/05/1950;Fluminense 6 X 1 Santiago Wanders - 
3;3;5522;Seleção Uruguai;04/06/1950;Fluminense 3 X 3 Seleção Uruguai - 
5;0;5524;Andaraí;10/04/1921;Fluminense 5 X 0 Andaraí - 
3;5;5525;América;17/04/1921;Fluminense 3 X 5 América - 
3;4;5526;Bangu;01/05/1921;Fluminense 3 X 4 Bangu - 
1;1;5528;Botafogo;22/05/1921;Fluminense 1 X 1 Botafogo - 
1;0;5529;São Cristovão;12/06/1921;Fluminense 1 X 0 São Cristovão - 
0;3;5530;Andaraí;26/06/1921;Fluminense 0 X 3 Andaraí - 
1;3;5531;América;03/07/1921;Fluminense 1 X 3 América - 
4;1;5532;Bangu;17/07/1921;Fluminense 4 X 1 Bangu - 
0;1;5533;Botafogo;24/07/1921;Fluminense 0 X 1 Botafogo - 
0;1;5534;São Cristovão;14/08/1921;Fluminense 0 X 1 São Cristovão - 
3;1;5535;Americano;11/09/1921;Fluminense 3 X 1 Americano - 
1;1;5536;Atlético MG;27/10/2007;Fluminense 1 X 1 Atlético MG - 
2;2;5537;Tip Nac;25/06/1950;Fluminense 2 X 2 Tip Nac - 
1;1;5538;Irca;29/06/1950;Fluminense 1 X 1 Irca - 
3;0;5539;Municipal;02/07/1950;Fluminense 3 X 0 Municipal - 
1;5;5540;São Paulo;23/07/1950;Fluminense 1 X 5 São Paulo - 
2;2;5541;São Paulo;27/07/1950;Fluminense 2 X 2 São Paulo - 
2;2;5542;Olaria;12/08/1950;Fluminense 2 X 2 Olaria - 
2;2;5544;Bonsucesso;19/08/1950;Fluminense 2 X 2 Bonsucesso - 
1;3;5545;América;26/08/1950;Fluminense 1 X 3 América - 
0;2;5546;Madureira;03/09/1950;Fluminense 0 X 2 Madureira - 
1;5;5548;Bangu;10/09/1950;Fluminense 1 X 5 Bangu - 
3;3;5549;Juiz de Fora;24/09/1950;Fluminense 3 X 3 Juiz de Fora - 
4;0;5550;Canto do Rio;08/10/1950;Fluminense 4 X 0 Canto do Rio - 
6;0;5551;São Cristovão;15/10/1950;Fluminense 6 X 0 São Cristovão - 
3;3;5552;Madureira;29/10/1950;Fluminense 3 X 3 Madureira - 
1;2;5553;Olaria;04/11/1950;Fluminense 1 X 2 Olaria - 
4;5;5554;Bonsucesso;19/11/1950;Fluminense 4 X 5 Bonsucesso - 
5;2;5555;Canto do Rio;26/11/1950;Fluminense 5 X 2 Canto do Rio - 
2;2;5556;Siderúrgica;01/12/1950;Fluminense 2 X 2 Siderúrgica - 
0;1;5557;América;10/12/1950;Fluminense 0 X 1 América - 
2;0;5558;São Cristovão;17/12/1950;Fluminense 2 X 0 São Cristovão - 
3;3;5559;Botafogo;24/12/1950;Fluminense 3 X 3 Botafogo - 
0;5;5560;Bangu;27/01/1951;Fluminense 0 X 5 Bangu - 
1;2;5561;América SC;11/03/1951;Fluminense 1 X 2 América SC - 
0;2;5562;Corintians Presid.;01/04/1951;Fluminense 0 X 2 Corintians Presid. - 
1;1;5563;São Cristovão;14/04/1951;Fluminense 1 X 1 São Cristovão - 
1;3;5564;Botafogo;15/04/1951;Fluminense 1 X 3 Botafogo - 
6;1;5565;Madureira;29/04/1951;Fluminense 6 X 1 Madureira - 
1;2;5567;Baurú;01/05/1951;Fluminense 1 X 2 Baurú - 
3;2;5568;Olaria;06/05/1951;Fluminense 3 X 2 Olaria - 
2;0;5569;América;13/05/1951;Fluminense 2 X 0 América - 
3;0;5570;Santos;15/05/1951;Fluminense 3 X 0 Santos - 
3;0;5571;Canto do Rio;19/05/1951;Fluminense 3 X 0 Canto do Rio - 
2;0;5572;Arsenal;20/05/1951;Fluminense 2 X 0 Arsenal - 
0;0;5573;Botafogo;02/06/1951;Fluminense 0 X 0 Botafogo - 
2;1;5574;Portsmouth;03/06/1951;Fluminense 2 X 1 Portsmouth - 
4;1;5575;Bonsucesso;09/06/1951;Fluminense 4 X 1 Bonsucesso - 
3;1;5576;C. Rio Branco/S. Ant.;10/06/1951;Fluminense 3 X 1 C. Rio Branco/S. Ant. - 
4;1;5577;Vitoria ES;12/06/1951;Fluminense 4 X 1 Vitoria ES - 
2;2;5578;Cruzeiro;18/06/1951;Fluminense 2 X 2 Cruzeiro - 
1;2;5579;Bangu;23/06/1951;Fluminense 1 X 2 Bangu - 
2;2;5580;América MG;24/06/1951;Fluminense 2 X 2 América MG - 
7;1;5581;Vasco de Aracaju;08/07/1951;Fluminense 7 X 1 Vasco de Aracaju - 
4;0;5582;América PE;24/07/1951;Fluminense 4 X 0 América PE - 
2;2;5583;Cruzeiro;08/08/1951;Fluminense 2 X 2 Cruzeiro - 
2;2;5586;Villa Nova MG;29/08/1951;Fluminense 2 X 2 Villa Nova MG - 
2;0;5589;Figueirense;31/10/2007;Fluminense 2 X 0 Figueirense - 
2;1;5590;Náutico;03/11/2007;Fluminense 2 X 1 Náutico - 
2;3;5591;Racing;31/01/1952;Fluminense 2 X 3 Racing - 
4;2;5593;Portuguesa SP;03/02/1952;Fluminense 4 X 2 Portuguesa SP - 
0;2;5594;Botafogo;09/02/1952;Fluminense 0 X 2 Botafogo - 
2;2;5596;Palmeiras;02/03/1952;Fluminense 2 X 2 Palmeiras - 
2;3;5597;Santos;08/03/1952;Fluminense 2 X 3 Santos - 
1;0;5598;Bangu;12/03/1952;Fluminense 1 X 0 Bangu - 
4;0;5599;São Paulo;22/03/1952;Fluminense 4 X 0 São Paulo - 
2;4;5600;Corinthians;30/03/1952;Fluminense 2 X 4 Corinthians - 
3;5;5601;Seleção Paraguai;01/05/1952;Fluminense 3 X 5 Seleção Paraguai - 
1;0;5602;Canto do Rio;07/05/1952;Fluminense 1 X 0 Canto do Rio - 
0;3;5603;Bonsucesso;11/05/1952;Fluminense 0 X 3 Bonsucesso - 
3;2;5604;Olaria;17/05/1952;Fluminense 3 X 2 Olaria - 
3;4;5605;Botafogo;01/06/1952;Fluminense 3 X 4 Botafogo - 
3;0;5606;Santo Antônio;15/06/1952;Fluminense 3 X 0 Santo Antônio - 
2;0;5607;Cruzeiro;22/06/1952;Fluminense 2 X 0 Cruzeiro - 
2;1;5608;América MG;25/06/1952;Fluminense 2 X 1 América MG - 
3;2;5609;Cruzeiro;09/07/1952;Fluminense 3 X 2 Cruzeiro - 
6;1;5610;Bonsucesso;24/08/1952;Fluminense 6 X 1 Bonsucesso - 
2;1;5611;São Cristovão;31/08/1952;Fluminense 2 X 1 São Cristovão - 
3;1;5612;Madureira;07/09/1952;Fluminense 3 X 1 Madureira - 
2;0;5613;América;14/09/1952;Fluminense 2 X 0 América - 
3;0;5614;Canto do Rio;27/09/1952;Fluminense 3 X 0 Canto do Rio - 
3;1;5615;Bangu;12/10/1952;Fluminense 3 X 1 Bangu - 
3;1;5616;Olaria;19/10/1952;Fluminense 3 X 1 Olaria - 
2;0;5617;Botafogo;26/10/1952;Fluminense 2 X 0 Botafogo - 
3;1;5618;Bonsucesso;16/11/1952;Fluminense 3 X 1 Bonsucesso - 
1;2;5619;Madureira;23/11/1952;Fluminense 1 X 2 Madureira - 
3;0;5620;Canto do Rio;30/11/1952;Fluminense 3 X 0 Canto do Rio - 
1;1;5621;América;06/12/1952;Fluminense 1 X 1 América - 
3;1;5622;Botafogo;13/12/1952;Fluminense 3 X 1 Botafogo - 
5;2;5623;São Cristovão;21/12/1952;Fluminense 5 X 2 São Cristovão - 
2;3;5625;Bangu;04/01/1953;Fluminense 2 X 3 Bangu - 
3;0;5626;Olaria;17/01/1953;Fluminense 3 X 0 Olaria - 
1;1;5627;First Viena;25/01/1953;Fluminense 1 X 1 First Viena - 
2;1;5628;Presidente Hayes;27/01/1953;Fluminense 2 X 1 Presidente Hayes - 
0;2;5629;Penharol;31/01/1953;Fluminense 0 X 2 Penharol - 
3;0;5630;Colo Colo;07/02/1953;Fluminense 3 X 0 Colo Colo - 
0;0;5631;Dínamo de Zagreb;10/02/1953;Fluminense 0 X 0 Dínamo de Zagreb - 
0;0;5632;Nacional Uruguai;13/02/1953;Fluminense 0 X 0 Nacional Uruguai - 
1;1;5634;Deportivo Cáli;19/03/1953;Fluminense 1 X 1 Deportivo Cáli - 
3;0;5635;Atlético Nacional;22/03/1953;Fluminense 3 X 0 Atlético Nacional - 
2;2;5636;Alianza de Lima;28/03/1953;Fluminense 2 X 2 Alianza de Lima - 
0;1;5637;Deportivo Cáli;29/03/1953;Fluminense 0 X 1 Deportivo Cáli - 
3;2;5638;Santos;05/04/1953;Fluminense 3 X 2 Santos - 
1;3;5639;Portuguesa SP;18/04/1953;Fluminense 1 X 3 Portuguesa SP - 
2;0;5640;Bangu;21/04/1953;Fluminense 2 X 0 Bangu - 
3;3;5641;Corinthians;25/04/1953;Fluminense 3 X 3 Corinthians - 
5;3;5643;América MG;30/04/1953;Fluminense 5 X 3 América MG - 
2;2;5646;Botafogo;03/05/1953;Fluminense 2 X 2 Botafogo - 
1;2;5647;São Paulo;10/05/1953;Fluminense 1 X 2 São Paulo - 
0;1;5648;Palmeiras;14/11/2007;Fluminense 0 X 1 Palmeiras - 
2;1;5649;S. C. Americano;28/04/1907;Fluminense 2 X 1 S. C. Americano - 
3;2;5651;Juventude;24/11/2007;Fluminense 3 X 2 Juventude - 
1;2;5652;Palmeiras;31/05/1953;Fluminense 1 X 2 Palmeiras - 
1;0;5653;Guarani;04/06/1953;Fluminense 1 X 0 Guarani - 
2;4;5654;Ourinhense;07/06/1953;Fluminense 2 X 4 Ourinhense - 
2;2;5655;Botafogo;17/06/1953;Fluminense 2 X 2 Botafogo - 
3;0;5656;Hibernian;20/06/1953;Fluminense 3 X 0 Hibernian - 
0;1;5657;São Paulo;24/06/1953;Fluminense 0 X 1 São Paulo - 
1;1;5658;São Paulo;28/06/1953;Fluminense 1 X 1 São Paulo - 
2;0;5659;Cambaraense;09/07/1953;Fluminense 2 X 0 Cambaraense - 
3;1;5660;Jacarezinho;12/07/1953;Fluminense 3 X 1 Jacarezinho - 
2;0;5661;Bonsucesso;16/07/1953;Fluminense 2 X 0 Bonsucesso - 
0;2;5662;Portuguesa;19/07/1953;Fluminense 0 X 2 Portuguesa - 
2;1;5663;São Cristovão;25/07/1953;Fluminense 2 X 1 São Cristovão - 
0;1;5665;Penharol;29/07/1953;Fluminense 0 X 1 Penharol - 
0;0;5666;Madureira;09/08/1953;Fluminense 0 X 0 Madureira - 
3;1;5667;América;23/08/1953;Fluminense 3 X 1 América - 
2;0;5668;Canto do Rio;30/08/1953;Fluminense 2 X 0 Canto do Rio - 
2;1;5669;Bangu;12/09/1953;Fluminense 2 X 1 Bangu - 
2;2;5670;Olaria;19/09/1953;Fluminense 2 X 2 Olaria - 
2;1;5671;Canto do Rio;27/09/1953;Fluminense 2 X 1 Canto do Rio - 
3;0;5672;São Cristovão;04/10/1953;Fluminense 3 X 0 São Cristovão - 
2;1;5674;Bangu;11/10/1953;Fluminense 2 X 1 Bangu - 
4;0;5675;Portuguesa;18/10/1953;Fluminense 4 X 0 Portuguesa - 
6;1;5676;América;25/10/1953;Fluminense 6 X 1 América - 
4;0;5677;Madureira;01/11/1953;Fluminense 4 X 0 Madureira - 
2;1;5678;Bonsucesso;08/11/1953;Fluminense 2 X 1 Bonsucesso - 
1;3;5679;Botafogo;22/11/1953;Fluminense 1 X 3 Botafogo - 
3;1;5680;Olaria;29/11/1953;Fluminense 3 X 1 Olaria - 
2;0;5681;América;13/12/1953;Fluminense 2 X 0 América - 
1;0;5683;Botafogo;02/01/1954;Fluminense 1 X 0 Botafogo - 
4;2;5684;Santos;02/12/2007;Fluminense 4 X 2 Santos - 
5;0;5685;Petropolitano;19/03/1922;Fluminense 5 X 0 Petropolitano - 
4;2;5686;São Cristovão;09/04/1922;Fluminense 4 X 2 São Cristovão - 
5;3;5687;Bangu;16/04/1922;Fluminense 5 X 3 Bangu - 
0;1;5688;Andaraí;07/05/1922;Fluminense 0 X 1 Andaraí - 
1;2;5689;Botafogo;21/05/1922;Fluminense 1 X 2 Botafogo - 
2;1;5690;São Cristovão;18/06/1922;Fluminense 2 X 1 São Cristovão - 
6;0;5691;Andaraí;02/07/1922;Fluminense 6 X 0 Andaraí - 
4;1;5692;Bangu;09/07/1922;Fluminense 4 X 1 Bangu - 
0;0;5693;Botafogo;16/07/1922;Fluminense 0 X 0 Botafogo - 
3;2;5694;Petropolitano;04/03/1923;Fluminense 3 X 2 Petropolitano - 
1;1;5696;Vitória BA;05/04/1923;Fluminense 1 X 1 Vitória BA - 
2;0;5697;Clube Baiano;08/04/1923;Fluminense 2 X 0 Clube Baiano - 
1;2;5698;Botafogo BA;12/04/1923;Fluminense 1 X 2 Botafogo BA - 
4;5;5699;Combinado Baiano;15/04/1923;Fluminense 4 X 5 Combinado Baiano - 
2;0;5700;Botafogo BA;19/04/1923;Fluminense 2 X 0 Botafogo BA - 
5;1;5701;Bangu;29/04/1923;Fluminense 5 X 1 Bangu - 
4;2;5702;América;27/05/1923;Fluminense 4 X 2 América - 
3;3;5703;Andaraí;10/06/1923;Fluminense 3 X 3 Andaraí - 
1;4;5704;São Cristovão;17/06/1923;Fluminense 1 X 4 São Cristovão - 
5;2;5705;Villa Nova MG;24/06/1923;Fluminense 5 X 2 Villa Nova MG - 
2;1;5706;Botafogo;08/07/1923;Fluminense 2 X 1 Botafogo - 
2;2;5707;Andaraí;22/07/1923;Fluminense 2 X 2 Andaraí - 
6;0;5708;Bangu;05/08/1923;Fluminense 6 X 0 Bangu - 
3;1;5709;América;12/08/1923;Fluminense 3 X 1 América - 
0;1;5710;São Cristovão;26/08/1923;Fluminense 0 X 1 São Cristovão - 
4;1;5711;Juiz de Fora;01/11/1923;Fluminense 4 X 1 Juiz de Fora - 
6;0;5712;Syrio e Libanez;31/08/1924;Fluminense 6 X 0 Syrio e Libanez - 
2;1;5713;São Cristovão;07/09/1924;Fluminense 2 X 1 São Cristovão - 
1;1;5714;Bangu;26/04/1925;Fluminense 1 X 1 Bangu - 
2;2;5715;Botafogo;03/05/1925;Fluminense 2 X 2 Botafogo - 
3;1;5716;Syrio e Libanez;10/05/1925;Fluminense 3 X 1 Syrio e Libanez - 
1;2;5717;Vasco;17/05/1925;Fluminense 1 X 2 Vasco - 
6;2;5718;Brasil RJ;24/05/1925;Fluminense 6 X 2 Brasil RJ - 
2;0;5719;Helênico;07/06/1925;Fluminense 2 X 0 Helênico - 
3;3;5720;América;21/06/1925;Fluminense 3 X 3 América - 
5;0;5721;São Cristovão;28/06/1925;Fluminense 5 X 0 São Cristovão - 
3;1;5722;Bangu;05/07/1925;Fluminense 3 X 1 Bangu - 
0;1;5723;Paulistano;14/07/1925;Fluminense 0 X 1 Paulistano - 
2;1;5725;Botafogo;27/09/1925;Fluminense 2 X 1 Botafogo - 
4;2;5726;Syrio e Libanez;11/10/1925;Fluminense 4 X 2 Syrio e Libanez - 
4;2;5727;São Cristovão;25/10/1925;Fluminense 4 X 2 São Cristovão - 
6;0;5728;Brasil RJ;19/11/1925;Fluminense 6 X 0 Brasil RJ - 
5;1;5729;Vasco;22/11/1925;Fluminense 5 X 1 Vasco - 
4;1;5730;Helênico;20/12/1925;Fluminense 4 X 1 Helênico - 
2;3;5731;América;04/04/1926;Fluminense 2 X 3 América - 
3;0;5732;Brasil RJ;25/04/1926;Fluminense 3 X 0 Brasil RJ - 
3;1;5733;Botafogo;02/05/1926;Fluminense 3 X 1 Botafogo - 
2;0;5734;Vila Isabel;09/05/1926;Fluminense 2 X 0 Vila Isabel - 
3;2;5735;Bangu;16/05/1926;Fluminense 3 X 2 Bangu - 
2;1;5736;Vasco;23/05/1926;Fluminense 2 X 1 Vasco - 
2;3;5737;Palmeiras;30/05/1926;Fluminense 2 X 3 Palmeiras - 
2;1;5738;Syrio e Libanez;06/06/1926;Fluminense 2 X 1 Syrio e Libanez - 
2;1;5739;América;27/06/1926;Fluminense 2 X 1 América - 
2;1;5740;Guaratinguetá;11/07/1926;Fluminense 2 X 1 Guaratinguetá - 
3;1;5741;Brasil RJ;14/07/1926;Fluminense 3 X 1 Brasil RJ - 
5;0;5742;Vila Isabel;25/07/1926;Fluminense 5 X 0 Vila Isabel - 
4;2;5743;Bangu;01/08/1926;Fluminense 4 X 2 Bangu - 
0;3;5744;Vasco;08/08/1926;Fluminense 0 X 3 Vasco - 
6;0;5745;Syrio e Libanez;29/08/1926;Fluminense 6 X 0 Syrio e Libanez - 
2;1;5746;América;03/04/1927;Fluminense 2 X 1 América - 
3;2;5747;América;17/04/1927;Fluminense 3 X 2 América - 
4;0;5748;Andaraí;01/05/1927;Fluminense 4 X 0 Andaraí - 
3;1;5749;Vila Isabel;08/05/1927;Fluminense 3 X 1 Vila Isabel - 
7;4;5750;Bangu;22/05/1927;Fluminense 7 X 4 Bangu - 
6;2;5751;Brasil RJ;29/05/1927;Fluminense 6 X 2 Brasil RJ - 
3;1;5752;Botafogo;05/06/1927;Fluminense 3 X 1 Botafogo - 
0;2;5753;América;19/06/1927;Fluminense 0 X 2 América - 
2;1;5754;São Cristovão;26/06/1927;Fluminense 2 X 1 São Cristovão - 
2;2;5755;Vasco;03/07/1927;Fluminense 2 X 2 Vasco - 
3;0;5756;Andaraí;10/07/1927;Fluminense 3 X 0 Andaraí - 
6;0;5757;Vila Isabel;17/07/1927;Fluminense 6 X 0 Vila Isabel - 
3;1;5758;São Cristovão;24/07/1927;Fluminense 3 X 1 São Cristovão - 
1;1;5759;Bangu;31/07/1927;Fluminense 1 X 1 Bangu - 
4;3;5760;Brasil RJ;07/08/1927;Fluminense 4 X 3 Brasil RJ - 
1;1;5761;Botafogo;14/08/1927;Fluminense 1 X 1 Botafogo - 
2;2;5762;América;04/09/1927;Fluminense 2 X 2 América - 
4;3;5763;Vasco;18/09/1927;Fluminense 4 X 3 Vasco - 
0;1;5764;Vasco;04/12/1927;Fluminense 0 X 1 Vasco - 
2;4;5765;Andaraí;08/04/1928;Fluminense 2 X 4 Andaraí - 
4;2;5766;Vasco;12/04/1928;Fluminense 4 X 2 Vasco - 
8;1;5767;Vila Isabel;15/04/1928;Fluminense 8 X 1 Vila Isabel - 
3;1;5768;Botafogo;22/04/1928;Fluminense 3 X 1 Botafogo - 
3;1;5769;Brasil RJ;29/04/1928;Fluminense 3 X 1 Brasil RJ - 
3;2;5770;Bangu;13/05/1928;Fluminense 3 X 2 Bangu - 
0;0;5771;Vasco;20/05/1928;Fluminense 0 X 0 Vasco - 
1;0;5773;São Cristovão;10/06/1928;Fluminense 1 X 0 São Cristovão - 
6;2;5774;Andaraí;01/07/1928;Fluminense 6 X 2 Andaraí - 
2;3;5775;Vasco;05/07/1928;Fluminense 2 X 3 Vasco - 
1;0;5776;Vila Isabel;08/07/1928;Fluminense 1 X 0 Vila Isabel - 
4;1;5777;Sporting;15/07/1928;Fluminense 4 X 1 Sporting - 
3;2;5778;Sporting;29/07/1928;Fluminense 3 X 2 Sporting - 
3;2;5779;Botafogo;05/08/1928;Fluminense 3 X 2 Botafogo - 
2;1;5780;Bangu;26/08/1928;Fluminense 2 X 1 Bangu - 
1;2;5781;Vasco;09/09/1928;Fluminense 1 X 2 Vasco - 
1;3;5782;Syrio e Libanez;30/09/1928;Fluminense 1 X 3 Syrio e Libanez - 
0;4;5783;São Cristovão;07/10/1928;Fluminense 0 X 4 São Cristovão - 
1;3;5784;Andaraí;07/04/1929;Fluminense 1 X 3 Andaraí - 
2;3;5785;Bangu;14/04/1929;Fluminense 2 X 3 Bangu - 
4;1;5786;Brasil RJ;21/04/1929;Fluminense 4 X 1 Brasil RJ - 
1;2;5787;São Cristovão;05/05/1929;Fluminense 1 X 2 São Cristovão - 
3;1;5788;Bonsucesso;12/05/1929;Fluminense 3 X 1 Bonsucesso - 
4;3;5789;Guaratinguetá;19/05/1929;Fluminense 4 X 3 Guaratinguetá - 
6;3;5790;Syrio e Libanez;02/06/1929;Fluminense 6 X 3 Syrio e Libanez - 
1;3;5791;América;16/06/1929;Fluminense 1 X 3 América - 
2;3;5792;São Cristovão;10/07/1929;Fluminense 2 X 3 São Cristovão - 
1;0;5793;Botafogo;14/07/1929;Fluminense 1 X 0 Botafogo - 
3;0;5794;Andaraí;21/07/1929;Fluminense 3 X 0 Andaraí - 
4;2;5795;Botafogo;25/07/1929;Fluminense 4 X 2 Botafogo - 
1;0;5796;Bangu;28/07/1929;Fluminense 1 X 0 Bangu - 
0;0;5797;Brasil RJ;04/08/1929;Fluminense 0 X 0 Brasil RJ - 
0;1;5798;São Cristovão;18/08/1929;Fluminense 0 X 1 São Cristovão - 
4;0;5799;Rio Cricket;25/08/1929;Fluminense 4 X 0 Rio Cricket - 
4;0;5800;América MG;08/09/1929;Fluminense 4 X 0 América MG - 
4;2;5801;Bonsucesso;01/09/1929;Fluminense 4 X 2 Bonsucesso - 
0;0;5802;América;12/10/1929;Fluminense 0 X 0 América - 
1;1;5803;Syrio e Libanez;26/09/1929;Fluminense 1 X 1 Syrio e Libanez - 
2;0;5804;Botafogo;26/10/1929;Fluminense 2 X 0 Botafogo - 
1;3;5805;Portuguesa SP;23/02/1930;Fluminense 1 X 3 Portuguesa SP - 
1;1;5806;Santos;24/02/1930;Fluminense 1 X 1 Santos - 
5;1;5807;União de Teresópolis;09/03/1930;Fluminense 5 X 1 União de Teresópolis - 
2;1;5808;Andaraí;06/04/1930;Fluminense 2 X 1 Andaraí - 
