Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios
Fluminense x Combinado Uruguaio-CS;20230921;1;1;0
Fluminense x Combinado Uruguaio-CS;20230924;1;1;0
Fluminense x Combinado de Osterlen-CS;20230921;1;1;0
Fluminense x Combinado de Osterlen-CS;20230924;1;1;0
Fluminense x Corinthians Casuals-Inglaterra;20230921;1;1;0
Fluminense x Corinthians Casuals-Inglaterra;20230924;1;1;0
Fluminense x Corinthians-SP;20230919;1;1;0
Fluminense x Corinthians-SP;20230920;1;1;0
Fluminense x Corinthians-SP;20230924;1;1;0
Fluminense x Coritiba-PR;20230918;1;1;0
Fluminense x Coritiba-PR;20230919;1;1;0
Fluminense x Coritiba-PR;20230920;1;1;0
Fluminense x Coritiba-PR;20230921;1;1;0
Fluminense x Coritiba-PR;20230923;1;1;0
Fluminense x Criciuma-SC;20230919;1;1;0
Fluminense x Cruzador Pelosus-CS;20230919;1;1;0
Fluminense x Cruzador Pelosus-CS;20230920;1;1;0
Fluminense x Cruzador Pelosus-CS;20230921;1;1;0
Fluminense x Cruzador Pelosus-CS;20230924;1;1;0
Fluminense x Cruzeiro-MG;20230923;1;1;0
Fluminense x Cruzeiro-MG;20230924;1;1;0
Fluminense x Cuiaba-MT;20230919;1;1;0
Fluminense x Cuiaba-MT;20230921;1;1;0
Fluminense x Cuiaba-MT;20230923;1;1;0
Fluminense x Cadiz-Espanha;20230924;1;1;0
Fluminense x Cordoba-Argentina;20230921;1;1;0
Fluminense x Cordoba-Argentina;20230924;1;1;0
Fluminense x Danubio-Uruguai;20230924;1;1;0
Fluminense x Defensor-Uruguai;20230924;1;1;0
Fluminense x Deportes Concepcion-Chile;20230920;1;1;0
Fluminense x Deportes Concepcion-Chile;20230924;1;1;0
Fluminense x Deportivo Cuenca-Equador;20230924;1;1;0
Fluminense x Deportivo Cali-Colombia;20230924;1;1;0
Fluminense x Deportivo Cucuta-Colombia;20230924;1;1;0
Fluminense x Deportivo Galicia-Venezuela;20230922;1;1;0
Fluminense x Deportivo Galicia-Venezuela;20230924;1;1;0
Fluminense x Deportivo Italia-Venezuela;20230921;1;1;0
Fluminense x Deportivo Italia-Venezuela;20230924;1;1;0
Fluminense x Deportivo Municipal-Peru;20230924;1;1;0
Fluminense x Deportivo Malaga-Espanha;20230924;1;1;0
Fluminense x Deportivo Pereira-Colombia;20230920;1;1;0
Fluminense x Deportivo Pereira-Colombia;20230924;1;1;0
Fluminense x Deportivo Saprissa-Costa Rica;20230924;1;1;0
Fluminense x Dublin-Uruguai;20230919;1;1;0
Fluminense x Dublin-Uruguai;20230921;1;1;0
Fluminense x Dublin-Uruguai;20230924;1;1;0
Fluminense x Duisburg-Alemanha;20230924;1;1;0
Fluminense x Dukla-Republica Tcheca;20230921;1;1;0
Fluminense x Dukla-Republica Tcheca;20230924;1;1;0
Fluminense x Dinamo Moscou-Russia;20230921;1;1;0
Fluminense x Dinamo Moscou-Russia;20230924;1;1;0
Fluminense x Dinamo de Zagreb-Croacia;20230921;1;1;0
Fluminense x Dinamo de Zagreb-Croacia;20230924;1;1;0
Fluminense x Eagle-CS;20230919;1;1;0
Fluminense x Eagle-CS;20230921;1;1;0
Fluminense x Eagle-CS;20230923;1;1;0
Fluminense x Eagle-CS;20230924;1;1;0
Fluminense x Eintracht Frankfurt-Alemanha;20230921;1;1;0
Fluminense x Eintracht Frankfurt-Alemanha;20230924;1;1;0
Fluminense x Elche-Espanha;20230921;1;1;0
Fluminense x Elche-Espanha;20230924;1;1;0
Fluminense x Elfsborg/horrby-CS;20230920;1;1;0
Fluminense x Elfsborg/horrby-CS;20230924;1;1;0
Fluminense x Emelec-Equador;20230924;1;1;0
Fluminense x Encouracado M Gerais-CS;20230924;1;1;0
Fluminense x Entrerriense-RJ;20230919;1;1;0
Fluminense x Eppingen-Alemanha;20230924;1;1;0
Fluminense x Escola de Samba-CS;20230924;1;1;0
Fluminense x Espanhol-Espanha;20230921;1;1;0
Fluminense x Espanhol-Espanha;20230924;1;1;0
Fluminense x Everton-Chile;20230924;1;1;0
Fluminense x Fast-AM;20230918;1;1;1
Fluminense x Fenerbache-Turquia;20230924;1;1;0
Fluminense x Ferencvaros-Hungria;20230921;1;1;0
Fluminense x Ferrocarril Oeste-Argentina;20230924;1;1;0
Fluminense x Ferroviario Bolivia-Bolivia;20230922;1;1;0
Fluminense x Ferroviario Bolivia-Bolivia;20230924;1;1;0
Fluminense x Ferroviario MA-MA;20230922;1;1;0
Fluminense x Feyenoord-Holanda;20230921;1;1;0
Fluminense x Feyenoord-Holanda;20230924;1;1;0
Fluminense x Figueirense-SC;20230918;1;1;0
Fluminense x Filabanco-Equador;20230921;1;1;0
Fluminense x Filabanco-Equador;20230923;1;1;0
Fluminense x Filabanco-Equador;20230924;1;1;0
Fluminense x Fiorentina-Italia;20230921;1;1;0
Fluminense x Fiorentina-Italia;20230924;1;1;0
Fluminense x First Viena-Austria;20230921;1;1;0
Fluminense x First Viena-Austria;20230924;1;1;0
Fluminense x Flamengo-RJ;20230920;1;1;0
Fluminense x Fluminense Friburgo-RJ;20230918;1;1;0
Fluminense x Forcas Revolucionarias-CS;20230924;1;1;0
Fluminense x Friburguense-RJ;20230921;1;1;0
Fluminense x Frigorifico-SP;20230919;1;1;0
Fluminense x Frigorifico-SP;20230920;1;1;0
Fluminense x Fuzileiros Navais-CS;20230924;1;1;0
Fluminense x Galatasaray-Turquia;20230921;1;1;0
Fluminense x Galatasaray-Turquia;20230924;1;1;0
Fluminense x Genoa-Italia;20230924;1;1;0
Fluminense x Gimnasia Y Esgrima-Argentina;20230919;1;1;1
Fluminense x Gimnasia Y Esgrima-Argentina;20230921;1;1;0
Fluminense x Gimnastica Segoviana-Espanha;20230921;1;1;0
Fluminense x Gimnastica Segoviana-Espanha;20230924;1;1;0
Fluminense x Goias-GO;20230919;1;1;0
Fluminense x Goias-GO;20230921;1;1;0
Fluminense x Goytacas-RJ;20230918;1;1;0
Fluminense x Grasshopper-Suica;20230921;1;1;0
Fluminense x Grasshopper-Suica;20230924;1;1;0
Fluminense x Guadalajara-Mexico;20230924;1;1;0
Fluminense x Guarani Paraguai-Paraguai;20230924;1;1;0
Fluminense x Guarani-SP;20230919;1;1;0
Fluminense x Haddock Lobo-RJ;20230920;1;1;0
Fluminense x Helenico-RJ;20230919;1;1;0
Fluminense x Hibernian-Escocia;20230921;1;1;0
Fluminense x Hibernian-Escocia;20230924;1;1;0
Fluminense x Honved-Hungria;20230924;1;1;0
Fluminense x Huachipato-Chile;20230924;1;1;0
Fluminense x Hunfeld Sport Venein-Alemanha;20230921;1;1;0
Fluminense x Hunfeld Sport Venein-Alemanha;20230924;1;1;0
Fluminense x Huracan-Argentina;20230924;1;1;0
Fluminense x Independ. Medellin-Colombia;20230924;1;1;0
Fluminense x Independiente Sta Fe-Colombia;20230924;1;1;0
Fluminense x Independiente-Argentina;20230921;1;1;0
Fluminense x Independiente-Argentina;20230924;1;1;0
Fluminense x Inter Limeira-SP;20230919;1;1;0
Fluminense x Internacional SC-SC;20230919;1;1;0
Fluminense x Internacional-RS;20230922;1;1;0
Fluminense x Internacional-RS;20230923;1;1;0
Fluminense x Internazionale-Italia;20230921;1;1;0
Fluminense x Internazionale-Italia;20230924;1;1;0
Fluminense x Ipatinga-MG;20230922;1;1;0
Fluminense x Irca-Guatemala;20230921;1;1;0
Fluminense x Irca-Guatemala;20230924;1;1;0
Fluminense x Isny-Alemanha;20230921;1;1;0
Fluminense x Isny-Alemanha;20230923;1;1;0
Fluminense x Isny-Alemanha;20230924;1;1;0
Fluminense x Itabuna-BA;20230918;1;1;0
Fluminense x Itaperuna-RJ;20230918;1;1;0
Fluminense x Itaperuna-RJ;20230924;1;1;0
Fluminense x Juiz de Fora-MG;20230919;1;1;0
Fluminense x Junior Barranquilla-Colombia;20230921;1;1;0
Fluminense x Junior Barranquilla-Colombia;20230924;1;1;0
Fluminense x Juventude MT-MT;20230921;1;1;0
Fluminense x Juventude-RS;20230919;1;1;0
Fluminense x Juventude-RS;20230920;1;1;0
Fluminense x Juventude-RS;20230921;1;1;0
Fluminense x Kashima Antlers-Japao;20230924;1;1;0
Fluminense x Kioto-Japao;20230924;1;1;0
Fluminense x Koblenz-Alemanha;20230924;1;1;0
Fluminense x Kristianstad-Suecia;20230924;1;1;0
Fluminense x LDU-Equador;20230924;1;1;0
Fluminense x La Coruña-Espanha;20230924;1;1;0
Fluminense x Lagartense-SE;20230920;1;1;0
Fluminense x Landskrona BoIS-Suecia;20230921;1;1;0
Fluminense x Landskrona BoIS-Suecia;20230924;1;1;0
Fluminense x Las Palmas-Espanha;20230924;1;1;0
Fluminense x Lausane-Suica;20230924;1;1;0
Fluminense x Libertad-Paraguai;20230924;1;1;0
Fluminense x Lille-Franca;20230918;1;1;0
Fluminense x Lille-Franca;20230921;1;1;0
Fluminense x Lille-Franca;20230924;1;1;0
Fluminense x Litoral-Bolivia;20230924;1;1;0
Fluminense x Liverpool URU-Uruguai;20230924;1;1;0
Fluminense x Livorno-Italia;20230924;1;1;0
Fluminense x Lugansk-Ucrania;20230924;1;1;0
Fluminense x Luiz Queiroz-SP;20230919;1;1;0
Fluminense x Macae-RJ;20230918;1;1;0
Fluminense x Mackenzie-SP;20230919;1;1;0
Fluminense x Madureira-RJ;20230919;1;1;0
Fluminense x Malmoe-Suecia;20230924;1;1;0
Fluminense x Manchester United-Inglaterra;20230924;1;1;0
Fluminense x Maranbelgas-MA;20230922;1;1;0
Fluminense x Maranbelgas-MA;20230924;1;1;0
Fluminense x Markdorf-CS;20230924;1;1;0
Fluminense x Maritimo-Portugal;20230924;1;1;0
Fluminense x Middlesbrough-Inglaterra;20230924;1;1;0
Fluminense x Milan-Italia;20230924;1;1;0
Fluminense x Milionarios-Colombia;20230922;1;1;0
Fluminense x Milionarios-Colombia;20230924;1;1;0
Fluminense x Mixto-MT;20230918;1;1;0
Fluminense x Modesto-RJ;20230919;1;1;0
Fluminense x Moto Club-MA;20230921;1;1;0
Fluminense x Moto Club-MA;20230924;1;1;1
Fluminense x Mpa-petrolier-alger-Argelia;20230921;1;1;0
Fluminense x Mpa-petrolier-alger-Argelia;20230924;1;1;0
Fluminense x Munayshi Aktau-Cazaquistao;20230921;1;1;0
Fluminense x Munayshi Aktau-Cazaquistao;20230924;1;1;0
Fluminense x Municipal-Guatemala;20230920;1;1;0
Fluminense x Municipal-Guatemala;20230924;1;1;0
Fluminense x Nacional Paraguai-Paraguai;20230921;1;1;0
Fluminense x Nacional Paraguai-Paraguai;20230924;1;1;0
Fluminense x Nacional Potosi-Bolivia;20230924;1;1;0
Fluminense x Nacional Uruguai-Uruguai;20230921;1;1;0
Fluminense x Nacional Uruguai-Uruguai;20230924;1;1;0
Fluminense x Navio Amethyst-Inglaterra;20230921;1;1;0
Fluminense x Navio Amethyst-Inglaterra;20230924;1;1;0
Fluminense x Nepa-Nigeria;20230924;1;1;0
Fluminense x Netphen-Alemanha;20230920;1;1;0
Fluminense x Netphen-Alemanha;20230924;1;1;0
Fluminense x Norrkoping-Suecia;20230920;1;1;0
Fluminense x Norrkoping-Suecia;20230921;1;1;0
Fluminense x Norrkoping-Suecia;20230924;1;1;0
Fluminense x Norte America-Equador;20230923;1;1;0
Fluminense x Norte America-Equador;20230924;1;1;0
Fluminense x Numancia-Espanha;20230924;1;1;0
Fluminense x Napoli-Italia;20230921;1;1;0
Fluminense x Napoli-Italia;20230924;1;1;0
Fluminense x Nautico-PE;20230924;1;1;0
Fluminense x Olaria-RJ;20230924;1;1;0
Fluminense x Olimpia-Paraguai;20230919;1;1;0
Fluminense x Olimpia-Paraguai;20230921;1;1;0
Fluminense x Olimpia-Paraguai;20230923;1;1;0
Fluminense x Olimpique Lyon-Franca;20230924;1;1;0
Fluminense x Olimpique Marselha-Franca;20230921;1;1;0
Fluminense x Olimpique Marselha-Franca;20230924;1;1;0
Fluminense x Olimpique Nice-Franca;20230924;1;1;0
Fluminense x Olmedo-Equador;20230920;1;1;0
Fluminense x Olmedo-Equador;20230921;1;1;0
Fluminense x Olmedo-Equador;20230924;1;1;0
Fluminense x Operario MT-MT;20230921;1;1;0
Fluminense x Oriente Petrolero-Bolivia;20230924;1;1;0
Fluminense x Orlando City-Estados Unidos;20230921;1;1;0
Fluminense x Orlando City-Estados Unidos;20230924;1;1;0
Fluminense x Osk/Degerfors-CS;20230920;1;1;0
Fluminense x Osk/Degerfors-CS;20230921;1;1;0
Fluminense x Osk/Degerfors-CS;20230924;1;1;0
Fluminense x Osters-Suecia;20230924;1;1;0
Fluminense x PSV Eindhoven-Holanda;20230921;1;1;0
Fluminense x PSV Eindhoven-Holanda;20230924;1;1;0
Fluminense x Palmeiras-SP;20230919;1;1;0
Fluminense x Palmeiras-SP;20230921;1;1;0
Fluminense x Parana-PR;20230924;1;1;0
Fluminense x Paysandu-PA;20230919;1;1;0
Fluminense x Paysandu/Remo-CS;20230919;1;1;0
Fluminense x Paysandu/Remo-CS;20230924;1;1;0
Fluminense x Penharol-Uruguai;20230924;1;1;0
Fluminense x Percy Acott-Inglaterra;20230920;1;1;0
Fluminense x Percy Acott-Inglaterra;20230924;1;1;0
Fluminense x Petro-atletico-Angola;20230924;1;1;0
Fluminense x Pisa-Italia;20230924;1;1;0
Fluminense x Ponte Preta-SP;20230919;1;1;0
Fluminense x Porto-Portugal;20230918;1;1;0
Fluminense x Porto-Portugal;20230921;1;1;0
Fluminense x Porto-Portugal;20230924;1;1;0
Fluminense x Portsmouth-Inglaterra;20230924;1;1;0
Fluminense x Portuguesa SP-SP;20230919;1;1;0
Fluminense x Portuguesa-RJ;20230919;1;1;0
Fluminense x Presidente Hayes-Paraguai;20230920;1;1;0
Fluminense x Presidente Hayes-Paraguai;20230924;1;1;0
Fluminense x Puebla-Mexico;20230924;1;1;0
Fluminense x Rabello-DF;20230921;1;1;0
Fluminense x Racca Rovers-Nigeria;20230924;1;1;0
Fluminense x Racing Paris-Franca;20230923;1;1;0
Fluminense x Racing Paris-Franca;20230924;1;1;0
Fluminense x Racing-Argentina;20230924;1;1;0
Fluminense x Rapid-Austria;20230924;1;1;0
Fluminense x Rayo Vallecano-Espanha;20230924;1;1;0
Fluminense x Real Madrid-Espanha;20230924;1;1;0
Fluminense x Remo-PA;20230919;1;1;0
Fluminense x Rio Claro-SP;20230921;1;1;0
Fluminense x Rio Cricket-RJ;20230924;1;1;0
Fluminense x Rio Grande-RS;20230921;1;1;0
Fluminense x Rio Negro-AM;20230920;1;1;0
Fluminense x River Plate-Argentina;20230923;1;1;0
Fluminense x River Plate-Argentina;20230924;1;1;0
Fluminense x Robin Hood-Suriname;20230924;1;1;0
Fluminense x Roma-Italia;20230924;1;1;0
Fluminense x Royal Antwerp-Belgica;20230924;1;1;0
Fluminense x S. C. Internacional-SP;20230919;1;1;0
Fluminense x SSV 05 Reutlinger-Alemanha;20230924;1;1;0
Fluminense x Salgueiro-PE;20230920;1;1;0
Fluminense x Salto B.K.-Suecia;20230920;1;1;0
Fluminense x Salto B.K.-Suecia;20230924;1;1;0
Fluminense x San Lorenzo-Argentina;20230924;1;1;0
Fluminense x Santa Cruz-PE;20230919;1;1;0
Fluminense x Santiago Wanders-Chile;20230920;1;1;0
Fluminense x Santiago Wanders-Chile;20230924;1;1;0
Fluminense x Santo Antonio-ES;20230921;1;1;0
Fluminense x Santos AM-AM;20230921;1;1;0
Fluminense x Santos-SP;20230919;1;1;0
Fluminense x Santos-SP;20230920;1;1;0
Fluminense x Santos-SP;20230921;1;1;0
Fluminense x Santos-SP;20230922;1;1;0
Fluminense x Santos-SP;20230924;1;1;0
Fluminense x Sel Lourenco Marques-CS;20230924;1;1;0
Fluminense x Sel. Arabia Saudita-CS;20230924;1;1;0
Fluminense x Sel. Espirito Santo-CS;20230924;1;1;0
Fluminense x Sel. Miguel Pereira-CS;20230919;1;1;0
Fluminense x Sel. Miguel Pereira-CS;20230924;1;1;0
Fluminense x Sel. Vale do Paraiba-CS;20230919;1;1;0
Fluminense x Sel. Vale do Paraiba-CS;20230924;1;1;0
Fluminense x Selecao Anchieta-CS;20230924;1;1;0
Fluminense x Selecao Araguari-CS;20230924;1;1;0
Fluminense x Selecao Arequipa-CS;20230924;1;1;0
Fluminense x Selecao Argelia-CS;20230924;1;1;0
Fluminense x Selecao Ariquemes-CS;20230924;1;1;0
Fluminense x Selecao B Bulgaria-CS;20230924;1;1;0
Fluminense x Selecao Barreiras-CS;20230924;1;1;0
Fluminense x Selecao Belem-CS;20230924;1;1;0
Fluminense x Selecao Bulgaria-CS;20230921;1;1;0
Fluminense x Selecao Bulgaria-CS;20230924;1;1;0
Fluminense x Selecao Camaroes-CS;20230924;1;1;0
Fluminense x Selecao Campos-CS;20230924;1;1;0
Fluminense x Selecao Chile-CS;20230924;1;1;0
Fluminense x Selecao Colatina-CS;20230924;1;1;0
Fluminense x Selecao Coreia-CS;20230924;1;1;0
Fluminense x Selecao Cuiaba-CS;20230924;1;1;0
Fluminense x Selecao Curacao-CS;20230924;1;1;0
Fluminense x Selecao El Salvador-CS;20230924;1;1;0
Fluminense x Selecao Emirados-CS;20230924;1;1;0
Fluminense x Selecao Fluminense-CS;20230921;1;1;0
Fluminense x Selecao Fluminense-CS;20230924;1;1;0
Fluminense x Selecao Gaucha-CS;20230924;1;1;0
Fluminense x Selecao Huambo-CS;20230924;1;1;0
Fluminense x Selecao Ilheus-CS;20230920;1;1;0
Fluminense x Selecao Ilheus-CS;20230924;1;1;0
Fluminense x Selecao Itabuna-CS;20230924;1;1;0
Fluminense x Selecao Itatiaia-CS;20230920;1;1;0
Fluminense x Selecao Itatiaia-CS;20230924;1;1;0
Fluminense x Selecao Italia-CS;20230921;1;1;0
Fluminense x Selecao Japao-CS;20230924;1;1;0
Fluminense x Selecao Kuwait-CS;20230924;1;1;0
Fluminense x Selecao Lesoto-CS;20230924;1;1;0
Fluminense x Selecao Maranhao-CS;20230924;1;1;0
Fluminense x Selecao Martinica-CS;20230924;1;1;0
Fluminense x Selecao Mendes-CS;20230924;1;1;0
Fluminense x Selecao Monlevade-MG;20230924;1;1;0
Fluminense x Selecao Nigeria-CS;20230921;1;1;0
Fluminense x Selecao Nigeria-CS;20230924;1;1;0
Fluminense x Selecao Niteroi-CS;20230924;1;1;0
Fluminense x Selecao Olimpica da Hungria-CS;20230921;1;1;0
Fluminense x Selecao Olimpica da Hungria-CS;20230924;1;1;0
Fluminense x Selecao Olimpica Coreia do Sul-CS;20230924;1;1;0
Fluminense x Selecao Olimpica URSS-CS;20230921;1;1;0
Fluminense x Selecao Olimpica URSS-CS;20230924;1;1;0
Fluminense x Selecao Paisandu-CS;20230924;1;1;0
Fluminense x Selecao Paraguai-CS;20230921;1;1;0
Fluminense x Selecao Paraguai-CS;20230924;1;1;0
Fluminense x Selecao Peru-CS;20230924;1;1;0
Fluminense x Selecao Petropolis-CS;20230920;1;1;0
Fluminense x Selecao Petropolis-CS;20230924;1;1;0
Fluminense x Selecao Pichincha-CS;20230924;1;1;0
Fluminense x Selecao Pinheiros-CS;20230924;1;1;0
Fluminense x Selecao Porto Seguro-CS;20230924;1;1;0
Fluminense x Selecao Rio Branco-CS;20230924;1;1;0
Fluminense x Selecao Rondonia-CS;20230924;1;1;0
Fluminense x Selecao Russia-CS;20230921;1;1;0
Fluminense x Selecao Russia-CS;20230924;1;1;0
Fluminense x Selecao Salto-CS;20230924;1;1;0
Fluminense x Selecao Senegal-CS;20230924;1;1;0
Fluminense x Selecao Suriname-CS;20230924;1;1;0
Fluminense x Selecao Suecia-CS;20230921;1;1;0
Fluminense x Selecao Suecia-CS;20230924;1;1;0
Fluminense x Selecao Sao Paulo-SP;20230921;1;1;0
Fluminense x Selecao Sao Paulo-SP;20230924;1;1;0
Fluminense x Selecao Turquia-CS;20230924;1;1;0
Fluminense x Selecao Uruguai-CS;20230921;1;1;0
Fluminense x Selecao Uruguai-CS;20230924;1;1;0
Fluminense x Selecao Zambia-CS;20230924;1;1;0
Fluminense x Selecao de Aruba-Aruba;20230924;1;1;0
Fluminense x Selecao de Itajai-CS;20230924;1;1;0
Fluminense x Selecao de Jequie-BA;20230924;1;1;0
Fluminense x Selecao de Nova Friburgo-CS;20230924;1;1;0
Fluminense x Servette-Suica;20230924;1;1;0
Fluminense x Shakhtar Donetsk-Ucrania;20230924;1;1;0
Fluminense x Shooting Star-Nigeria;20230924;1;1;0
Fluminense x Siderurgica-MG;20230921;1;1;0
Fluminense x Southampton-Inglaterra;20230924;1;1;0
Fluminense x Spal-Italia;20230924;1;1;0
Fluminense x Sport-PE;20230919;1;1;0
Fluminense x Sport-PE;20230920;1;1;0
Fluminense x Sport-PE;20230921;1;1;0
Fluminense x Sporting Gijon-Espanha;20230924;1;1;0
Fluminense x Sporting Luanda-Angola;20230924;1;1;0
Fluminense x Sporting-Portugal;20230924;1;1;0
Fluminense x Sportivo Luqueño-Paraguai;20230924;1;1;0
Fluminense x Standard Liege-Belgica;20230920;1;1;0
Fluminense x Standard Liege-Belgica;20230924;1;1;0
Fluminense x Stationery Store-Nigeria;20230924;1;1;0
Fluminense x Sucre-Peru;20230924;1;1;0
Fluminense x Sao Bento de Marilia-SP;20230920;1;1;0
Fluminense x Sao Caetano-SP;20230919;1;1;0
Fluminense x Sao Cristovao-RJ;20230918;1;1;1
Fluminense x Sao Cristovao-RJ;20230922;1;1;1
Fluminense x Sao Paulo Athletic-SP;20230920;1;1;0
Fluminense x Sao Paulo-SP;20230919;1;1;0
Fluminense x Sao Paulo-SP;20230920;1;1;0
Fluminense x Sao Paulo-SP;20230921;1;1;0
Fluminense x Sao Paulo-SP;20230924;1;1;0
Fluminense x Sao Raimundo-AM;20230919;1;1;1
Fluminense x Sao Raimundo-AM;20230923;1;1;1
Fluminense x Sao Raimundo-AM;20230924;1;1;1
Fluminense x Sirio Libanes-GO-GO;20230919;1;1;0
Fluminense x Taguatinga-DF;20230918;1;1;1
Fluminense x Tampico-Mexico;20230924;1;1;0
Fluminense x Tanta-Egito;20230923;1;1;0
Fluminense x Tanta-Egito;20230924;1;1;0
Fluminense x Tarancon-Espanha;20230923;1;1;0
Fluminense x Tarancon-Espanha;20230924;1;1;0
Fluminense x Taubate-SP;20230922;1;1;0
Fluminense x Team Buchan-RJ;20230921;1;1;0
Fluminense x Teresopolis-RJ;20230923;1;1;0
Fluminense x The Strongest-Bolivia;20230924;1;1;0
Fluminense x Tigres-RJ;20230918;1;1;0
Fluminense x Tigres-RJ;20230920;1;1;0
Fluminense x Tip Nac-Guatemala;20230924;1;1;0
Fluminense x Tiradentes-PI;20230920;1;1;0
Fluminense x Toluca-Mexico;20230920;1;1;0
Fluminense x Toluca-Mexico;20230924;1;1;0
Fluminense x Torino-Italia;20230924;1;1;0
Fluminense x Transwall-Suriname;20230921;1;1;0
Fluminense x Transwall-Suriname;20230924;1;1;0
Fluminense x Treze-PB;20230920;1;1;0
Fluminense x Troyes-Franca;20230920;1;1;0
Fluminense x Troyes-Franca;20230921;1;1;0
Fluminense x Troyes-Franca;20230923;1;1;0
Fluminense x Troyes-Franca;20230924;1;1;0
Fluminense x Tuna Luso-PA;20230919;1;1;0
Fluminense x URT-MG;20230920;1;1;0
Fluminense x Uberlandia-MG;20230920;1;1;0
Fluminense x Udinese-Italia;20230924;1;1;0
Fluminense x Ulsan Hyundai-Coreia do Sul;20230924;1;1;0
Fluminense x Union La Calera-Chile;20230924;1;1;0
Fluminense x Union Santa Fe-Argentina;20230924;1;1;0
Fluminense x Universidad Catolica-Chile;20230923;1;1;1
Fluminense x Universidad Catolica-Chile;20230924;1;1;0
Fluminense x Universidad de Chile-Chile;20230924;1;1;0
Fluminense x Universidad de Quito-Equador;20230923;1;1;0
Fluminense x Universidad de Quito-Equador;20230924;1;1;0
Fluminense x Universitario-Peru;20230924;1;1;0
Fluminense x Uniao Sao Joao-SP;20230919;1;1;0
Fluminense x Uniao Sao Joao-SP;20230921;1;1;0
Fluminense x Uniao de Teresopolis-RJ;20230919;1;1;0
Fluminense x Union Espanola-Chile;20230924;1;1;0
Fluminense x Valladolid-Espanha;20230924;1;1;0
Fluminense x Valencia-Espanha;20230924;1;1;0
Fluminense x Vancouver Whitecaps-Canada;20230920;1;1;0
Fluminense x Vancouver Whitecaps-Canada;20230921;1;1;0
Fluminense x Vancouver Whitecaps-Canada;20230924;1;1;0
Fluminense x Vila Nova GO-GO;20230919;1;1;0
Fluminense x Villa Nova MG-MG;20230919;1;1;0
Fluminense x Vitoria ES-ES;20230920;1;1;0
Fluminense x Vitoria BA-BA;20230919;1;1;0
Fluminense x Vitoria de Santo Antao-PE;20230920;1;1;0
Fluminense x Vojvodina-Bosnia;20230921;1;1;0
Fluminense x Vojvodina-Bosnia;20230924;1;1;0
Fluminense x Volta Redonda-RJ;20230919;1;1;0
Fluminense x West Ham United-Inglaterra;20230924;1;1;0
Fluminense x XV de Jau-SP;20230919;1;1;0
Fluminense x XV de Piracicaba-SP;20230919;1;1;0
Fluminense x Young Africans-Tanzania;20230924;1;1;0
Fluminense x Young Boys-Suica;20230924;1;1;0
Fluminense x Ypiranga BA-BA;20230920;1;1;0
Fluminense x Zamora-Venezuela;20230924;1;1;0
Fluminense x Zeljeznicar-Bosnia;20230921;1;1;0
Fluminense x Zeljeznicar-Bosnia;20230924;1;1;0
Fluminense x Austria Viena-Austria;20230924;1;1;0
Fortaleza 0 X 1 Fluminense;20230921;1;1;0
Fortaleza 4 X 2 Fluminense;20230918;1;1;0
Fortaleza 4 X 2 Fluminense;20230921;1;1;0
Fortes 1930;20230921;1;1;0
Franchilli;20230921;1;1;0
Francis Walter 1906;20230921;1;1;0
Francis Walter 1906;20230922;1;1;0
Fred 2022;20230923;1;1;0
Freitas 2023;20230923;1;1;0
Frequencia de Placar Adversario em campeonato;20230921;1;1;0
Friburguense 1 X 2 Fluminense;20230921;1;1;0
Fumanchu 1979;20230921;1;1;0
Fuzileiros Navais 3 X 1 Fluminense;20230923;1;1;0
Fabio 2023;20230919;1;1;0
Fabio 2023;20230921;1;1;0
Fabio 2023;20230924;1;1;0
Fabio 2023 - Gols sofridos por Adversario;20230922;1;1;0
Fabio 2023 - Gols sofridos por Estadio;20230922;1;1;0
Fabio Cordeiro 2002;20230922;1;1;1
Felix Frias 1913;20230922;1;1;0
Felix Frias 1913;20230923;1;1;0
Gabriel 2008;20230921;1;1;0
Gabriel Lima 1999;20230924;1;1;0
Gabriel Pirani 2023;20230920;1;1;0
Gabriel Pirani 2023;20230921;1;1;0
Gabriel Pirani 2023;20230923;1;1;0
Galatasaray 0 X 2 Fluminense;20230918;1;1;0
Galhardo 1971;20230923;1;1;0
Genivaldo 1957;20230918;1;1;0
Geolocalizacao dos Estadios;20230919;1;1;0
Geraldo 1958;20230918;1;1;0
German Cano 2023;20230919;1;1;0
German Cano 2023;20230922;1;1;0
German Cano 2023 - Cruzeiro;20230919;1;1;0
German Cano 2023 - Flamengo;20230924;1;1;0
German Cano 2023 - Vasco;20230924;1;1;0
Gerson 1974;20230921;1;1;0
Gerson 1974;20230923;1;1;0
Gerson 2016;20230923;1;1;0
Gilberto 1954;20230918;1;1;0
Gilson Porto 1964;20230918;1;1;0
Gimnastica Segoviana 0 X 8 Fluminense;20230921;1;1;0
Gimnastica Segoviana 0 X 8 Fluminense;20230923;1;1;0
Giovanni 2023;20230923;1;1;0
Goias 1 X 2 Fluminense;20230918;1;1;1
Goias 2 X 1 Fluminense;20230919;1;1;0
Goias 2 X 2 Fluminense;20230918;1;1;0
Goias 2 X 2 Fluminense;20230921;1;1;0
Goias 2 X 3 Fluminense;20230921;1;1;0
Goleadas;20230921;1;1;0
Goleadas em jogos oficiais;20230921;1;1;0
Goleadas por Adversarios;20230921;1;1;0
