Título;Extenso;Sessões;Usuários;Novos usuários;Data
Botafogo SP 1 X 1 Fluminense;20230812;2;2;2;12/08/2023
Brasileiro 1977;20230805;2;1;1;05/08/2023
Brasileiro 1977;20230811;2;2;1;11/08/2023
Brasileiro 2008;20230807;2;2;0;07/08/2023
Brasileiro 2023;20230805;2;2;0;05/08/2023
Brasileiro 2023;20230806;2;2;0;06/08/2023
Brasileiro 2023;20230811;2;2;0;11/08/2023
CSA 0 X 2 Fluminense;20230807;2;2;0;07/08/2023
CSA 0 X 3 Fluminense;20230807;2;2;0;07/08/2023
CSA 1 X 2 Fluminense;20230807;2;2;0;07/08/2023
CSA 3 X 3 Fluminense;20230807;2;2;0;07/08/2023
Camisa;20230803;2;2;0;03/08/2023
Camisa;20230806;2;2;0;06/08/2023
Camisa;20230809;2;2;0;09/08/2023
Campeonato x Estadio;20230807;2;2;0;07/08/2023
Campeonatos;20230805;2;2;0;05/08/2023
Campo Grande 1 X 0 Fluminense;20230807;2;2;0;07/08/2023
Carioca 1907;20230807;2;1;0;07/08/2023
Carioca 1952;20230812;2;2;0;12/08/2023
Carioca 1986;20230805;2;2;2;05/08/2023
Carlos Andre 1990;20230809;2;2;2;09/08/2023
Colatina 0 X 0 Fluminense;20230807;2;2;0;07/08/2023
Colatina 0 X 1 Fluminense;20230807;2;2;0;07/08/2023
Consulta Dias da Semana;20230805;2;2;0;05/08/2023
Consulta Dias da Semana;20230811;2;2;0;11/08/2023
Copa Sul Americana 2022;20230811;2;1;0;11/08/2023
Creditos;20230809;2;2;0;09/08/2023
Curiosidades e Titulos;20230808;2;2;0;08/08/2023
Curiosidades e Titulos;20230812;2;2;1;12/08/2023
Cordoba 0 X 2 Fluminense;20230807;2;1;0;07/08/2023
David Braz 2023;20230806;2;2;0;06/08/2023
Deportivo Galicia 1 X 3 Fluminense;20230803;2;2;0;03/08/2023
Deportivo Italia 0 X 6 Fluminense;20230803;2;2;0;03/08/2023
Deportivo Pereira 4 X 4 Fluminense;20230810;2;1;0;10/08/2023
Diogo Barbosa 2023;20230808;2;2;0;08/08/2023
Douglas 2018;20230806;2;2;0;06/08/2023
Dudu 1994;20230804;2;1;0;04/08/2023
Edson 1955;20230812;2;1;0;12/08/2023
Edson Borracha 1966;20230810;2;2;2;10/08/2023
Elenco de jogadores em 1971;20230808;2;1;0;08/08/2023
Elenco de jogadores em 2023;20230807;2;2;0;07/08/2023
Elenco por em Ano;20230807;2;2;0;07/08/2023
Elenco por em Ano;20230808;2;1;0;08/08/2023
Especiais Campeonatos;20230812;2;2;0;12/08/2023
Especiais Estadios;20230811;2;2;0;11/08/2023
Especiais Gerais;20230805;2;2;0;05/08/2023
Especiais Gerais;20230811;2;2;0;11/08/2023
Especiais Jogos;20230804;2;1;0;04/08/2023
Especiais Jogos;20230812;2;1;0;12/08/2023
Especiais Numeracao Fixa;20230804;2;2;0;04/08/2023
Especiais Numeracao Fixa;20230807;2;2;0;07/08/2023
Especiais Numeracao Fixa;20230808;2;1;0;08/08/2023
Especiais Resultados;20230803;2;1;0;03/08/2023
Especiais Resultados;20230809;2;2;0;09/08/2023
Especiais Resultados;20230810;2;2;0;10/08/2023
Especiais Resultados;20230812;2;1;0;12/08/2023
Especiais Sequencias;20230807;2;2;0;07/08/2023
Especiais Sequencias;20230812;2;2;0;12/08/2023
Especiais Tecnico;20230812;2;2;0;12/08/2023
Estadio x Campeonato;20230809;2;2;0;09/08/2023
Estadios;20230812;2;2;0;12/08/2023
Fale Conosco;20230809;2;2;0;09/08/2023
Fast 1 X 7 Fluminense;20230807;2;2;0;07/08/2023
Felipe Melo 2023;20230806;2;2;0;06/08/2023
Felipe Melo 2023;20230808;2;2;0;08/08/2023
Fernando Diniz - Copa Sul Americana;20230810;2;1;0;10/08/2023
Fernando Diniz - Libertadores da America;20230810;2;1;0;10/08/2023
Flamengo 0 X 1 Fluminense;20230803;2;2;0;03/08/2023
Flamengo 0 X 1 Fluminense;20230812;2;2;0;12/08/2023
Flamengo 0 X 2 Fluminense;20230807;2;2;0;07/08/2023
Flamengo 1 X 2 Fluminense;20230811;2;2;0;11/08/2023
Flamengo 3 X 0 Fluminense;20230812;2;2;0;12/08/2023
Flamengo 4 X 0 Fluminense;20230807;2;2;0;07/08/2023
Fluminense 0 X 0 Flamengo;20230806;2;2;0;06/08/2023
Fluminense 0 X 0 Olimpia;20230811;2;2;0;11/08/2023
Fluminense 0 X 0 Sao Cristovao;20230812;2;2;0;12/08/2023
Fluminense 0 X 0 Vasco;20230812;2;2;0;12/08/2023
Fluminense 0 X 1 Argentino Juniors;20230804;2;1;0;04/08/2023
Fluminense 0 X 1 Argentino Juniors;20230806;2;2;2;06/08/2023
Fluminense 0 X 1 Argentino Juniors;20230809;2;2;2;09/08/2023
Fluminense 0 X 1 Argentinos Juniors;20230811;2;2;1;11/08/2023
Fluminense 0 X 1 Botafogo;20230812;2;2;0;12/08/2023
Fluminense 0 X 1 Deportivo Italia;20230803;2;2;0;03/08/2023
Fluminense 0 X 1 Deportivo Italia;20230807;2;1;0;07/08/2023
Fluminense 0 X 1 Flamengo;20230807;2;2;0;07/08/2023
Fluminense 0 X 1 Flamengo;20230812;2;1;0;12/08/2023
Fluminense 0 X 1 Gremio;20230811;2;2;0;11/08/2023
Fluminense 0 X 1 Sao Caetano;20230808;2;1;0;08/08/2023
Fluminense 0 X 2 America MG;20230811;2;2;0;11/08/2023
Fluminense 0 X 2 Atletico MG;20230807;2;2;0;07/08/2023
Fluminense 0 X 3 Campo Grande;20230807;2;1;0;07/08/2023
Fluminense 1 X 0 America;20230806;2;2;0;06/08/2023
Fluminense 1 X 0 Arsenal de Sarandi;20230809;2;2;0;09/08/2023
Fluminense 1 X 0 Bangu;20230812;2;2;0;12/08/2023
Fluminense 1 X 0 Bayern de Munique;20230803;2;2;2;03/08/2023
Fluminense 1 X 0 Bayern de Munique;20230807;2;2;2;07/08/2023
Fluminense 1 X 0 Bayern de Munique;20230808;2;1;1;08/08/2023
Fluminense 1 X 0 Bayern de Munique;20230810;2;2;1;10/08/2023
Fluminense 1 X 0 Bayern de Munique;20230811;2;1;1;11/08/2023
Fluminense 1 X 0 Cerro Portenho;20230811;2;2;0;11/08/2023
Fluminense 1 X 0 Figueirense;20230807;2;2;0;07/08/2023
Fluminense 1 X 0 Flamengo;20230806;2;2;2;06/08/2023
Fluminense 1 X 0 Flamengo;20230809;2;2;2;09/08/2023
Fluminense 1 X 0 Flamengo;20230812;2;2;0;12/08/2023
Fluminense 1 X 0 Palmeiras;20230806;2;2;0;06/08/2023
Fluminense 1 X 0 Santos;20230807;2;2;0;07/08/2023
Fluminense 1 X 0 Santos;20230811;2;2;0;11/08/2023
Fluminense 1 X 0 The Strongest;20230809;2;2;0;09/08/2023
Fluminense 1 X 0 The Strongest;20230811;2;2;0;11/08/2023
Fluminense 1 X 0 Vasco;20230807;2;2;0;07/08/2023
Fluminense 1 X 1 Americano;20230804;2;1;0;04/08/2023
Fluminense 1 X 1 Americano;20230807;2;2;0;07/08/2023
Fluminense 1 X 1 America;20230808;2;2;0;08/08/2023
Fluminense 1 X 1 Atletico MG;20230805;2;2;0;05/08/2023
Fluminense 1 X 1 Atletico MG;20230808;2;1;1;08/08/2023
Fluminense 1 X 1 Corinthians;20230811;2;2;0;11/08/2023
Fluminense 1 X 1 Flamengo;20230803;2;2;0;03/08/2023
Fluminense 1 X 1 Goytacas;20230807;2;2;0;07/08/2023
Fluminense 1 X 1 Palmeiras;20230804;2;2;0;04/08/2023
Fluminense 1 X 1 Sporting Cristal;20230811;2;2;0;11/08/2023
Fluminense 1 X 1 Vasco;20230803;2;2;0;03/08/2023
Fluminense 1 X 1 Vasco;20230807;2;2;0;07/08/2023
Fluminense 1 X 1 Volta Redonda;20230807;2;2;0;07/08/2023
Fluminense 1 X 3 Vasco;20230807;2;2;0;07/08/2023
Fluminense 1 X 4 Flamengo;20230812;2;2;0;12/08/2023
Fluminense 2 X 0 Bonsucesso;20230807;2;1;0;07/08/2023
Fluminense 2 X 0 CSA;20230807;2;2;0;07/08/2023
Fluminense 2 X 0 Campo Grande;20230806;2;2;0;06/08/2023
Fluminense 2 X 0 Goias;20230808;2;2;0;08/08/2023
Fluminense 2 X 0 Internacional;20230809;2;2;0;09/08/2023
Fluminense 2 X 0 Internacional;20230810;2;2;0;10/08/2023
Fluminense 2 X 0 Internacional;20230811;2;1;0;11/08/2023
Fluminense 2 X 0 Milionarios;20230811;2;2;0;11/08/2023
Fluminense 2 X 0 Portuguesa;20230809;2;2;0;09/08/2023
Fluminense 2 X 0 Vasco;20230807;2;2;0;07/08/2023
Fluminense 2 X 1 America;20230807;2;2;0;07/08/2023
Fluminense 2 X 1 Atletico MG;20230807;2;2;0;07/08/2023
Fluminense 2 X 1 Bahia;20230806;2;2;0;06/08/2023
Fluminense 2 X 1 Bangu;20230806;2;2;0;06/08/2023
Fluminense 2 X 1 Bangu;20230812;2;2;0;12/08/2023
Fluminense 2 X 1 Botafogo;20230807;2;2;0;07/08/2023
Fluminense 2 X 1 Bragantino;20230811;2;2;0;11/08/2023
Fluminense 2 X 1 Flamengo;20230807;2;1;0;07/08/2023
Fluminense 2 X 1 Flamengo;20230810;2;2;1;10/08/2023
Fluminense 2 X 1 Gremio;20230811;2;2;0;11/08/2023
Fluminense 2 X 1 Internacional;20230811;2;2;0;11/08/2023
Fluminense 2 X 1 Palmeiras;20230809;2;2;0;09/08/2023
Fluminense 2 X 1 Vasco;20230811;2;2;0;11/08/2023
Fluminense 2 X 1 Vasco;20230812;2;1;0;12/08/2023
Fluminense 2 X 1 Vitoria BA;20230807;2;2;0;07/08/2023
Fluminense 2 X 2 Argentino Juniors;20230807;2;1;0;07/08/2023
Fluminense 2 X 2 Argentino Juniors;20230808;2;2;0;08/08/2023
Fluminense 2 X 2 Barcelona Guaiaquil;20230805;2;2;0;05/08/2023
Fluminense 2 X 2 Flamengo;20230807;2;2;0;07/08/2023
Fluminense 2 X 2 Villa Nova MG;20230812;2;2;0;12/08/2023
Fluminense 2 X 3 ABC;20230811;2;2;1;11/08/2023
Fluminense 2 X 3 ABC;20230812;2;2;2;12/08/2023
Fluminense 2 X 3 Atletico MG;20230807;2;2;0;07/08/2023
Fluminense 2 X 3 Botafogo;20230807;2;2;0;07/08/2023
Fluminense 2 X 3 Vasco;20230807;2;1;0;07/08/2023
Fluminense 3 X 0 Botafogo;20230807;2;2;0;07/08/2023
Fluminense 3 X 0 Canto do Rio;20230812;2;2;0;12/08/2023
Fluminense 3 X 0 Selecao Kuwait;20230807;2;2;0;07/08/2023
Fluminense 3 X 1 Bangu;20230812;2;2;0;12/08/2023
Fluminense 3 X 1 Bonsucesso;20230812;2;2;0;12/08/2023
Fluminense 3 X 1 Flamengo;20230803;2;1;0;03/08/2023
Fluminense 3 X 1 Fortaleza;20230805;2;2;0;05/08/2023
Fluminense 3 X 1 Madureira;20230812;2;2;0;12/08/2023
Fluminense 3 X 1 Sao Paulo;20230811;2;2;0;11/08/2023
Fluminense 3 X 1 Toluca;20230805;2;2;2;05/08/2023
Fluminense 3 X 1 Toluca;20230807;2;2;2;07/08/2023
Fluminense 3 X 2 Flamengo;20230804;2;2;0;04/08/2023
Fluminense 4 X 0 America;20230812;2;2;0;12/08/2023
Fluminense 4 X 0 Botafogo;20230807;2;2;0;07/08/2023
Fluminense 4 X 1 Deportivo Galicia;20230803;2;2;0;03/08/2023
Fluminense 4 X 1 Portuguesa SP;20230804;2;1;0;04/08/2023
Fluminense 4 X 3 Flamengo;20230812;2;2;0;12/08/2023
Fluminense 5 X 0 Americano;20230807;2;1;0;07/08/2023
Fluminense 5 X 1 Olaria;20230812;2;2;0;12/08/2023
Fluminense 5 X 1 River Plate;20230809;2;2;0;09/08/2023
Fluminense 5 X 1 River Plate;20230811;2;2;0;11/08/2023
Fluminense x A. C. Internacional-SP;20230810;2;1;0;10/08/2023
Fluminense x A. C. Internacional-SP;20230811;2;2;0;11/08/2023
Fluminense x America MG-MG;20230803;2;2;0;03/08/2023
Fluminense x America MG-MG;20230806;2;2;0;06/08/2023
Fluminense x Argentino Juniors-Argentina;20230803;2;2;0;03/08/2023
Fluminense x Argentino Juniors-Argentina;20230804;2;2;0;04/08/2023
Fluminense x Argentino Juniors-Argentina;20230806;2;2;0;06/08/2023
Fluminense x Arsenal de Sarandi-Argentina;20230807;2;2;0;07/08/2023
Fluminense x Athletico PR-PR;20230804;2;2;0;04/08/2023
Fluminense x Athletico PR-PR;20230805;2;2;0;05/08/2023
Fluminense x Athletico PR-PR;20230806;2;2;0;06/08/2023
Fluminense x Atletico GO-GO;20230806;2;2;0;06/08/2023
Fluminense x Atletico MG-MG;20230804;2;2;0;04/08/2023
Fluminense x Atletico MG-MG;20230805;2;2;0;05/08/2023
Fluminense x Atletico MG-MG;20230806;2;2;0;06/08/2023
Fluminense x Atletico MG-MG;20230808;2;1;0;08/08/2023
Fluminense x Atletico Nacional-Colombia;20230810;2;2;0;10/08/2023
Fluminense x Atletico Nacional-Colombia;20230811;2;2;0;11/08/2023
Fluminense x Atletico Nacional-Colombia;20230812;2;2;0;12/08/2023
Fluminense x Bahia-BA;20230804;2;2;0;04/08/2023
Fluminense x Benfica-Portugal;20230808;2;1;0;08/08/2023
Fluminense x Boca Juniors-Argentina;20230808;2;2;0;08/08/2023
Fluminense x Boca Juniors-Argentina;20230812;2;2;0;12/08/2023
Fluminense x Bolivar-Bolivia;20230809;2;2;0;09/08/2023
Fluminense x Bolivar-Bolivia;20230810;2;2;0;10/08/2023
Fluminense x Bolivar-Bolivia;20230812;2;2;0;12/08/2023
Fluminense x Botafogo-RJ;20230805;2;2;0;05/08/2023
Fluminense x Botafogo-RJ;20230812;2;2;0;12/08/2023
Fluminense x Bragantino-SP;20230806;2;2;0;06/08/2023
Fluminense x Corinthians-SP;20230806;2;2;0;06/08/2023
Fluminense x Corinthians-SP;20230810;2;2;0;10/08/2023
Fluminense x Corinthians-SP;20230812;2;2;0;12/08/2023
Fluminense x Coritiba-PR;20230804;2;2;0;04/08/2023
Fluminense x Coritiba-PR;20230806;2;2;0;06/08/2023
Fluminense x Cruzeiro-MG;20230806;2;2;0;06/08/2023
Fluminense x Cruzeiro-MG;20230809;2;2;0;09/08/2023
Fluminense x Danubio-Uruguai;20230808;2;2;0;08/08/2023
Fluminense x Defensor-Uruguai;20230808;2;2;0;08/08/2023
Fluminense x Deportivo Pereira-Colombia;20230810;2;1;0;10/08/2023
Fluminense x Flamengo-RJ;20230805;2;2;0;05/08/2023
Fluminense x Flamengo-RJ;20230807;2;2;0;07/08/2023
Fluminense x Flamengo-RJ;20230812;2;2;0;12/08/2023
Fluminense x Fortaleza-CE;20230806;2;2;0;06/08/2023
Fluminense x Gimnasia Y Esgrima-Argentina;20230808;2;2;1;08/08/2023
Fluminense x Gimnasia Y Esgrima-Argentina;20230812;2;1;0;12/08/2023
Fluminense x Globo-RN;20230812;2;1;0;12/08/2023
Fluminense x Goias-GO;20230806;2;2;0;06/08/2023
Fluminense x Gremio-RS;20230806;2;2;0;06/08/2023
Fluminense x Guarani Paraguai-Paraguai;20230803;2;2;2;03/08/2023
Fluminense x Guarani Paraguai-Paraguai;20230804;2;2;2;04/08/2023
Fluminense x Guarani Paraguai-Paraguai;20230808;2;2;1;08/08/2023
Fluminense x Internacional-RS;20230803;2;2;0;03/08/2023
Fluminense x Internacional-RS;20230804;2;2;0;04/08/2023
Fluminense x Junior Barranquilla-Colombia;20230804;2;2;0;04/08/2023
Fluminense x LDU-Equador;20230804;2;2;0;04/08/2023
Fluminense x LDU-Equador;20230808;2;2;0;08/08/2023
Fluminense x Libertad-Paraguai;20230809;2;2;0;09/08/2023
Fluminense x Libertad-Paraguai;20230811;2;2;0;11/08/2023
Fluminense x Libertad-Paraguai;20230812;2;2;0;12/08/2023
Fluminense x Milionarios-Colombia;20230803;2;1;0;03/08/2023
Fluminense x Nacional Paraguai-Paraguai;20230812;2;2;0;12/08/2023
Fluminense x Nacional Uruguai-Uruguai;20230808;2;2;0;08/08/2023
Fluminense x Palmeiras-SP;20230809;2;2;0;09/08/2023
Fluminense x Paris Saint Germain-Franca;20230808;2;2;1;08/08/2023
Fluminense x Paris Saint Germain-Franca;20230810;2;1;1;10/08/2023
Fluminense x Penharol-Uruguai;20230808;2;2;0;08/08/2023
Fluminense x Penharol-Uruguai;20230809;2;2;0;09/08/2023
Fluminense x Racing-Argentina;20230807;2;2;0;07/08/2023
Fluminense x Racing-Argentina;20230812;2;2;0;12/08/2023
Fluminense x River Plate-Argentina;20230808;2;2;0;08/08/2023
Fluminense x River Plate-Argentina;20230809;2;2;0;09/08/2023
Fluminense x San Lorenzo-Argentina;20230803;2;2;2;03/08/2023
Fluminense x San Lorenzo-Argentina;20230806;2;2;2;06/08/2023
Fluminense x San Lorenzo-Argentina;20230809;2;2;1;09/08/2023
Fluminense x Santos-SP;20230805;2;2;0;05/08/2023
Fluminense x Santos-SP;20230809;2;2;0;09/08/2023
Fluminense x Santos-SP;20230812;2;2;0;12/08/2023
Fluminense x Selecao Paraguai-CS;20230812;2;2;0;12/08/2023
Fluminense x Sportivo LuqueÃ±o-Paraguai;20230812;2;2;0;12/08/2023
Fluminense x Sao Cristovao-RJ;20230804;2;2;1;04/08/2023
Fluminense x Sao Paulo-SP;20230804;2;2;0;04/08/2023
Fluminense x Sao Paulo-SP;20230806;2;2;0;06/08/2023
Fluminense x Sao Raimundo-AM;20230803;2;2;2;03/08/2023
Fluminense x Sao Raimundo-AM;20230807;2;2;2;07/08/2023
Fluminense x The Strongest-Bolivia;20230809;2;2;0;09/08/2023
Fluminense x Vasco-RJ;20230806;2;2;0;06/08/2023
Fluminense x Volta Redonda-RJ;20230804;2;1;0;04/08/2023
Fred 2022;20230808;2;2;0;08/08/2023
Fabio 2023 - Maracana;20230810;2;2;0;10/08/2023
Gallo 1996;20230812;2;1;1;12/08/2023
German Cano 2023;20230805;2;2;0;05/08/2023
German Cano 2023;20230806;2;2;0;06/08/2023
German Cano 2023;20230809;2;2;0;09/08/2023
Germania 4 X 3 Fluminense;20230806;2;1;0;06/08/2023
Gilberto 2020;20230809;2;1;0;09/08/2023
Goleiros com mais jogos;20230806;2;2;0;06/08/2023
Gols do Alan;20230810;2;1;0;10/08/2023
Gols do Cafuringa;20230807;2;1;0;07/08/2023
Gols do John Kennedy;20230806;2;2;0;06/08/2023
Gols do Marcelo;20230806;2;1;0;06/08/2023
Gols do Samuel;20230806;2;1;0;06/08/2023
Gols do Samuel Xavier;20230809;2;2;0;09/08/2023
Gols do Toninho;20230803;2;1;0;03/08/2023
Gols do Zeze;20230807;2;1;0;07/08/2023
Graficos;20230807;2;2;0;07/08/2023
Gremio 1 X 0 Fluminense;20230812;2;2;0;12/08/2023
Gremio 4 X 5 Fluminense;20230806;2;2;0;06/08/2023
Gremio Brasiliense 1 X 2 Fluminense;20230807;2;2;0;07/08/2023
Guarani 1 X 2 Fluminense;20230803;2;1;1;03/08/2023
Guaratingueta 0 X 2 Fluminense;20230807;2;2;0;07/08/2023
Hector Baldassi;20230805;2;1;0;05/08/2023
Hernando Siles;20230812;2;2;0;12/08/2023
Ibanez 2019;20230804;2;2;0;04/08/2023
Informacoes Gerais;20230812;2;2;0;12/08/2023
Internacional 0 X 3 Fluminense;20230807;2;2;0;07/08/2023
Jair 1953;20230806;2;2;0;06/08/2023
Jair Pereira 1973;20230810;2;1;0;10/08/2023
Jhon Arias 2023;20230804;2;2;0;04/08/2023
Jogador x Campeonato;20230811;2;2;0;11/08/2023
Jogador x Estadio;20230810;2;2;0;10/08/2023
Jogadores com mais campeonatos disputados;20230810;2;2;0;10/08/2023
Jogadores com mais jogos;20230804;2;2;0;04/08/2023
Jogos em 24 / 08;20230812;2;1;0;12/08/2023
Jogos em Estadio por ano;20230804;2;2;0;04/08/2023
Jogos em dd/mm;20230803;2;2;0;03/08/2023
Jogos em dd/mm;20230805;2;2;0;05/08/2023
John Kennedy 2023;20230805;2;2;0;05/08/2023
John Kennedy 2023;20230808;2;2;0;08/08/2023
Juiz de Fora 0 X 2 Fluminense;20230807;2;2;0;07/08/2023
Junior Barranquilla 3 X 0 Fluminense;20230805;2;2;0;05/08/2023
Junior Barranquilla 3 X 0 Fluminense;20230807;2;2;0;07/08/2023
Juventude 6 X 0 Fluminense;20230807;2;1;1;07/08/2023
Julio Cesar 1996;20230804;2;1;0;04/08/2023
Kashima Antlers 2 X 0 Fluminense;20230807;2;2;1;07/08/2023
Lele 2023;20230806;2;2;0;06/08/2023
Lele 2023;20230808;2;1;0;08/08/2023
Libertad 1 X 2 Fluminense;20230811;2;2;0;11/08/2023
Libertadores da America;20230803;2;2;0;03/08/2023
Libertadores da America;20230808;2;2;0;08/08/2023
Libertadores da America;20230810;2;2;0;10/08/2023
Libertadores da America - Quinta Feira;20230811;2;2;0;11/08/2023
Libertadores da America 1971;20230807;2;2;0;07/08/2023
Libertadores da America 2011;20230807;2;2;0;07/08/2023
Libertadores da America 2013;20230804;2;2;0;04/08/2023
Libertadores da America 2013;20230810;2;2;0;10/08/2023
Libertadores da America 2021;20230804;2;2;0;04/08/2023
Libertadores da America 2022;20230804;2;2;0;04/08/2023
Libertadores da America 2023;20230808;2;2;0;08/08/2023
Lista de Adversario do mesmo pais;20230807;2;2;0;07/08/2023
Luis Fernando 1993;20230804;2;1;0;04/08/2023
Lulinha 1971;20230808;2;1;0;08/08/2023
Maicon 2010;20230806;2;1;0;06/08/2023
Maior Artilheiro contra Adversario;20230810;2;2;0;10/08/2023
Maior Artilheiro em Ano;20230806;2;2;0;06/08/2023
Maior Artilheiro em Ano;20230808;2;2;0;08/08/2023
Maior Artilheiro em Ano;20230811;2;2;0;11/08/2023
Maior Artilheiro em Campeonato;20230806;2;2;0;06/08/2023
Maior Artilheiro em Campeonato;20230808;2;2;0;08/08/2023
Maior Artilheiro em Campeonato;20230809;2;2;0;09/08/2023
Maior Artilheiro em Campeonato;20230812;2;1;0;12/08/2023
Maiores Artilheiros;20230806;2;2;0;06/08/2023
Maiores Publicos;20230811;2;2;0;11/08/2023
Maiores Publicos - Internacional;20230803;2;1;0;03/08/2023
Maiores publicos por Adversarios;20230803;2;1;0;03/08/2023
Mais jogos em Campeonato;20230809;2;2;0;09/08/2023
Mais jogos em Campeonato;20230811;2;2;0;11/08/2023
Mais jogos em Campeonato;20230812;2;2;0;12/08/2023
Mais jogos no elenco atual;20230803;2;2;0;03/08/2023
Mais jogos no elenco atual;20230804;2;2;0;04/08/2023
Mais jogos no elenco atual;20230811;2;2;0;11/08/2023
Mais jogos no(a) Copa Sul Americana;20230809;2;1;0;09/08/2023
Mais jogos no(a) Libertadores da America;20230808;2;2;0;08/08/2023
Mais jogos no(a) Libertadores da America;20230809;2;2;0;09/08/2023
Mais jogos no(a) Libertadores da America;20230810;2;2;0;10/08/2023
Mais jogos no(a) Libertadores da America;20230811;2;2;0;11/08/2023
Mais jogos sem levar gol;20230808;2;2;0;08/08/2023
Mais jogos sem levar gol;20230809;2;1;0;09/08/2023
Mais jogos sem levar gol;20230810;2;2;0;10/08/2023
Mais jogou em Campeonato;20230810;2;2;0;10/08/2023
Mais treinou em Campeonato;20230811;2;2;0;11/08/2023
Mano 1993;20230804;2;1;0;04/08/2023
Manoel 2023;20230810;2;1;0;10/08/2023
Maracana;20230803;2;2;0;03/08/2023
Maracana;20230804;2;2;0;04/08/2023
Maracana;20230806;2;2;0;06/08/2023
Maracana;20230811;2;2;0;11/08/2023
Maracana - Libertadores da America;20230809;2;2;0;09/08/2023
Marcas Historicas Atuais;20230812;2;2;0;12/08/2023
Marcelo 2023;20230803;2;2;0;03/08/2023
Marcelo 2023;20230809;2;2;0;09/08/2023
Marcos Junior 2018;20230812;2;2;0;12/08/2023
Marlon 2016;20230803;2;2;0;03/08/2023
Marlon 2016;20230808;2;2;0;08/08/2023
Marlon 2022;20230805;2;2;0;05/08/2023
Marlon 2023;20230808;2;2;0;08/08/2023
Marlon 2023;20230809;2;2;0;09/08/2023
Marlon 2023;20230811;2;2;0;11/08/2023
Martinelli 2023;20230804;2;2;0;04/08/2023
Martinelli 2023;20230806;2;2;0;06/08/2023
Martinelli 2023;20230809;2;2;0;09/08/2023
Martinelli 2023;20230811;2;2;0;11/08/2023
Martinelli 2023 - Libertadores da America;20230809;2;1;0;09/08/2023
Michael 2015;20230806;2;1;0;06/08/2023
Miranda 1980;20230807;2;2;0;07/08/2023
Marcio 1974;20230808;2;1;0;08/08/2023
Marcio Baby 1994;20230804;2;1;0;04/08/2023
Media Publico por ano;20230809;2;2;0;09/08/2023
Media de Publico - 1984;20230809;2;2;0;09/08/2023
Media de Publico - 1995;20230809;2;2;0;09/08/2023
Media de Publico - 2005;20230809;2;2;0;09/08/2023
Media de Publico - 2007;20230809;2;2;0;09/08/2023
Media de Publico - 2008;20230809;2;2;0;09/08/2023
Media de Publico - 2009;20230809;2;2;0;09/08/2023
Media de Publico - 2010;20230809;2;2;0;09/08/2023
Media de Publico - 2011;20230809;2;2;0;09/08/2023
Media de Publico - 2012;20230809;2;2;0;09/08/2023
Media de Publico - 2013;20230809;2;2;0;09/08/2023
Media de Publico - 2014;20230809;2;2;0;09/08/2023
Media de Publico - 2015;20230809;2;2;0;09/08/2023
Media de Publico - 2016;20230809;2;2;0;09/08/2023
Media de Publico - 2017;20230809;2;2;0;09/08/2023
Media de Publico - 2018;20230809;2;2;0;09/08/2023
Media de Publico - 2019;20230809;2;2;0;09/08/2023
Media de Publico - 2022;20230809;2;2;0;09/08/2023
Media de Publico - 2023;20230809;2;2;0;09/08/2023
Media de gols sofridos;20230808;2;2;0;08/08/2023
Numeracao Fixa;20230804;2;2;0;04/08/2023
Numeros por posicao;20230810;2;1;0;10/08/2023
Olaria 0 X 3 Fluminense;20230807;2;1;0;07/08/2023
Olaria 0 X 4 Fluminense;20230807;2;2;0;07/08/2023
Olaria 1 X 2 Fluminense;20230812;2;2;0;12/08/2023
Palmeiras - Brasileiro;20230806;2;2;0;06/08/2023
Palmeiras - Maracana;20230803;2;1;0;03/08/2023
Palmeiras - Torneio Roberto Gomes Pedrosa;20230806;2;1;0;06/08/2023
Palmeiras 1 X 0 Fluminense;20230805;2;2;0;05/08/2023
Paris Saint Germain 0 X 1 Fluminense;20230810;2;2;1;10/08/2023
Paris Saint Germain 0 X 1 Fluminense;20230811;2;1;1;11/08/2023
Passagens de Tecnico;20230811;2;1;0;11/08/2023
Paulinho Omena 1963;20230803;2;1;0;03/08/2023
Paulo Henrique Ganso 2023;20230807;2;1;0;07/08/2023
Paulo Henrique Ganso 2023;20230808;2;2;0;08/08/2023
Paulo Henrique Ganso 2023;20230809;2;2;0;09/08/2023
Paulo Henrique Ganso 2023;20230811;2;2;0;11/08/2023
Paulo Lino 1982;20230804;2;1;1;04/08/2023
Paysandu Cricket 0 X 2 Fluminense;20230807;2;1;0;07/08/2023
Pedro Omar 1967;20230804;2;1;0;04/08/2023
Pele 1978;20230807;2;2;0;07/08/2023
Placar de 5 x 2;20230812;2;1;0;12/08/2023
Placar de 7 x 0;20230812;2;1;0;12/08/2023
Portuguesa 0 X 4 Fluminense;20230807;2;1;0;07/08/2023
Portuguesa SP 1 X 1 Fluminense;20230807;2;2;0;07/08/2023
Portuguesa SP 3 X 1 Fluminense;20230807;2;2;0;07/08/2023
Presenca Estrangeiros;20230806;2;2;0;06/08/2023
Proximos Jogos;20230808;2;1;0;08/08/2023
Publico em 2023;20230810;2;2;0;10/08/2023
Publico;20230809;2;2;0;09/08/2023
Racca Rovers 1 X 2 Fluminense;20230807;2;2;0;07/08/2023
