# ----------------------------------------
# Exportação do CSV de relatório
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20230724
# Data de término: 20230820
Caminho da página e classe da tela;Data;Sessões;Usuários;Novos usuários;Tempo de engajamento médio por sessão;Conversões;Receita total
/consulta_substituicao;20230809;1;1;0;4;0;0
/consulta_substituicao;20230814;1;1;0;4;0;0
/consulta_tecadv/113000000;20230806;1;1;0;5;0;0
/consulta_tecadv/113000000;20230811;1;1;0;11;0;0
/consulta_tecadv/113000000;20230820;1;1;0;0;0;0
/consulta_tecjog;20230810;1;1;0;22;0;0
/consulta_tempo/102528000;20230808;1;1;0;26;0;0
/consulta_tempo/102528000;20230809;1;1;0;22;0;0
/consulta_tempo/102528000;20230820;1;1;0;62;0;0
/consulta_tempo/103528000;20230808;1;1;0;2;0;0
/consulta_tempo/104528000;20230819;1;1;0;32;0;0
/consulta_tempo/105528000;20230813;1;1;0;21;0;0
/consulta_tempo/105528000;20230819;1;1;0;0;0;0
/consulta_turno;20230813;1;1;0;2;0;0
/contato;20230803;1;1;0;12;0;0
/contato;20230807;1;1;0;2;0;0
/contato;20230810;1;1;0;2;0;0
/contato;20230814;1;1;0;17;0;0
/contato;20230820;1;1;0;287;0;0
/credito;20230803;1;1;0;12;0;0
/credito;20230807;1;1;0;14;0;0
/credito;20230810;1;1;0;58;0;0
/credito;20230813;1;1;0;41;0;0
/credito;20230814;1;1;0;7;0;0
/curiosidade;20230810;1;1;0;248;0;0
/curiosidade;20230811;1;1;0;51;0;0
/curiosidade;20230816;1;1;0;150;0;0
/curiosidade;20230818;1;1;0;32;0;0
/curiosidade;20230819;1;1;0;6;0;0
/curiosidades_tecadv;20230820;1;1;0;3;0;0
/defesa_penalti/888000000;20230808;1;1;0;33;0;0
/defesa_penalti/888000000;20230814;1;1;0;24;0;0
/defesa_penalti/888000000;20230817;1;1;0;1;0;0
/detalhamento_gols/652000000;20230814;1;1;0;3;0;0
/disputa_penalty;20230807;1;1;0;44;0;0
/disputa_penalty;20230809;1;1;0;70;0;0
/distancia_ano;20230809;1;1;0;81;0;0
/distancia_ano;20230814;1;1;0;19;0;0
/distancia_ano;20230816;1;1;0;26;0;0
/duelo_eliminatorio_adv/349000000;20230802;1;1;0;7;0;0
/duelo_eliminatorio_adv/350000000;20230809;1;1;0;3;0;0
/duelo_eliminatorio_adv/350000000;20230818;1;1;0;25;0;0
/duelo_eliminatorio_saldo/344000000;20230814;1;1;0;4;0;0
/estadio;20230802;1;1;0;19;0;0
/estadio;20230815;1;1;0;8;0;0
/estadio;20230820;1;1;0;16;0;0
/estadio_curiosidade;20230803;1;1;0;18;0;0
/estadio_todos;20230805;1;1;0;62;0;0
/estadio_todos;20230815;1;1;0;6;0;0
/estat_decadas/179000000;20230802;1;1;0;4;0;0
/estat_decadas/179000000;20230818;1;1;0;7;0;0
/estat_periodo/183000000;20230802;1;1;0;0;0;0
/estat_periodo/183000000;20230803;1;1;0;1;0;0
/estat_posicao/675000000000;20230812;1;1;0;14;0;0
/estat_posicao/675000000000;20230818;1;1;0;13;0;0
/estatistica_data/692000000;20230811;1;1;0;2;0;0
/estatistica_data/692000000;20230812;1;1;0;0;0;0
/estrangeiro_temporada;20230816;1;1;0;6;0;0
/estrangeiro_temporada;20230817;1;1;0;8;0;0
/evolucao_adversario;20230810;1;1;0;8;0;0
/evolucao_gols;20230814;1;1;0;10;0;0
/fale_conosco;20230820;1;1;0;1;0;0
/frequencia_adversario;20230809;1;1;0;4;0;0
/frequencia_campeonato;20230814;1;1;0;0;0;0
/frequencia_campeonato;20230815;1;1;0;0;0;0
/generico_adversario/500100000;20230810;1;1;0;8;0;0
/generico_adversario/500100000;20230820;1;1;0;24;0;0
/generico_adversario/60010000;20230809;1;1;0;19;0;0
/generico_adversario/680100000;20230806;1;1;0;10;0;0
/generico_adversario/680100000;20230815;1;1;0;35;0;0
/generico_adversario/680100000;20230820;1;1;0;27;0;0
/generico_adversario/915100000;20230810;1;1;0;57;0;0
/generico_adversario/915100000;20230814;1;1;0;9;0;0
/generico_ano/10610600;20230803;1;1;0;14;0;0
/generico_ano/10610600;20230811;1;1;0;1;0;0
/generico_ano/10610600;20230812;1;1;0;7;0;0
/generico_ano/10610600;20230818;1;1;0;2;0;0
/generico_ano/482106000;20230809;1;1;0;9;0;0
/generico_ano/482106000;20230814;1;1;0;1;0;0
/generico_ano/482106000;20230816;1;1;0;5;0;0
/generico_ano/534106000;20230810;1;1;0;9;0;0
/generico_ano/610106000;20230814;1;1;0;3;0;0
/generico_ano/638000000;20230813;1;1;0;9;0;0
/generico_ano/68510600;20230803;1;1;0;2;0;0
/generico_ano/68510600;20230809;1;1;0;2;0;0
/generico_ano/68510600;20230811;1;1;0;3;0;0
/generico_ano/69310600;20230810;1;1;0;3;0;0
/generico_ano/69410600;20230802;1;1;0;4;0;0
/generico_ano/69410600;20230803;1;1;0;7;0;0
/generico_ano/69410600;20230807;1;1;0;6;0;0
/generico_ano/69410600;20230812;1;1;0;5;0;0
/generico_ano/821000000;20230810;1;1;0;7;0;0
/generico_ano/821000000;20230814;1;1;0;13;0;0
/generico_ano/842106000;20230802;1;1;0;7;0;0
/generico_ano/842106000;20230812;1;1;0;1;0;0
/generico_ano/842106000;20230814;1;1;0;3;0;0
/generico_ano/843106000;20230811;1;1;0;2;0;0
/generico_ano/843106000;20230818;1;1;0;7;0;0
/generico_campeonato/500103000;20230810;1;1;0;18;0;0
/generico_campeonato/500103000;20230820;1;1;0;0;0;0
/generico_campeonato/500103300;20230820;1;1;0;34;0;0
/generico_campeonato/500103400;20230810;1;1;0;16;0;0
/generico_campeonato/500303000;20230820;1;1;0;1;0;0
/generico_campeonato/534103000;20230810;1;1;0;12;0;0
/generico_campeonato/534103000;20230820;1;1;0;20;0;0
/generico_campeonato/600103000;20230814;1;1;0;2;0;0
/generico_campeonato/867103000000;20230806;1;1;0;7;0;0
/generico_campeonato/867103000000;20230815;1;1;0;14;0;0
/generico_campeonato/867103000000;20230820;1;1;0;13;0;0
/generico_campeonato/867103103000;20230820;1;1;0;16;0;0
/generico_campeonato/867103143000;20230810;1;1;0;7;0;0
/generico_campeonato/867103143000;20230815;1;1;0;12;0;0
/generico_campeonato/867103143000;20230820;1;1;0;20;0;0
/generico_campeonato/897104104000;20230812;1;1;0;5;0;0
/generico_campeonato/897104104000;20230817;1;1;0;84;0;0
/generico_campeonato/902000000000;20230814;1;1;0;4;0;0
/generico_especial/500100103;20230810;1;1;0;13;0;0
/generico_especial/500102103;20230810;1;1;0;199;0;0
/generico_especial/500102103;20230811;1;1;0;80;0;0
/generico_especial/600102103;20230810;1;1;0;7;0;0
/generico_estadio/500102000;20230804;1;1;0;13;0;0
/generico_estadio/500102000;20230806;1;1;0;9;0;0
/generico_estadio/500102000;20230809;1;1;0;7;0;0
/generico_estadio/500102000;20230820;1;1;0;9;0;0
/generico_estadio/500102400;20230814;1;1;0;1;0;0
/generico_jogador/501000000;20230810;1;1;0;1;0;0
/generico_jogador/533104000;20230820;1;1;0;17;0;0
/generico_tecnico/105687000;20230815;1;1;0;13;0;0
/generico_tecnico/105687000;20230820;1;1;0;6;0;0
/generico_tecnico/105840000;20230810;1;1;0;2;0;0
/generico_tecnico/105875000;20230819;1;1;0;7;0;0
/generico_tecnico/105999000;20230811;1;1;0;2;0;0
/generico_tecnico/105999000;20230814;1;1;0;5;0;0
/generico_tecnico/105999000;20230815;1;1;0;5;0;0
/generico_tecnico/105999000;20230819;1;1;0;2;0;0
/generico_tecnico/500105000;20230813;1;1;0;1;0;0
/generico_tecnico/500105000;20230820;1;1;0;4;0;0
/generico_tecnico/900834000;20230810;1;1;0;34;0;0
/generico_tecnico/900834000;20230815;1;1;0;7;0;0
/generico_tecnico/900837000;20230820;1;1;0;0;0;0
/geral;20230811;1;1;0;23;0;0
/geral;20230816;1;1;0;3;0;0
/goleiro_gols/462000000;20230817;1;1;0;1;0;0
/gols_ano;20230811;1;1;0;5;0;0
/gols_ano;20230818;1;1;0;11;0;0
/gols_rapidos/273000000;20230812;1;1;0;4;0;0
/gols_rapidos/273000000;20230813;1;1;0;7;0;0
/gols_rapidos/274000000;20230812;1;1;0;14;0;0
/gols_rapidos/274000000;20230818;1;1;0;35;0;0
/gols_tempo/663000000000;20230809;1;1;0;18;0;0
/gols_tempo/663000000000;20230814;1;1;0;18;0;0
/gols_tempo/663000000000;20230818;1;1;0;1;0;0
/gols_tempo/663000000000;20230820;1;1;0;12;0;0
/gols_tempo/663020000000;20230814;1;1;0;0;0;0
/gols_tempo/663020000000;20230818;1;1;0;34;0;0
/gols_tempo/663020000000;20230820;1;1;0;6;0;0
/gols_tempo/663021000000;20230809;1;1;0;20;0;0
/gols_tempo/663021000000;20230820;1;1;0;15;0;0
/gols_tempo/664000000000;20230809;1;1;0;1;0;0
/gols_tempo/664000000000;20230814;1;1;0;11;0;0
/gols_tempo/664000000000;20230820;1;1;0;23;0;0
/gols_tempo/664020000000;20230809;1;1;0;1;0;0
/gols_tempo/664020000000;20230814;1;1;0;1;0;0
/gols_tempo/664020000000;20230818;1;1;0;5;0;0
/gols_tempo/664020000000;20230820;1;1;0;4;0;0
/gols_tempo/664021000000;20230809;1;1;0;7;0;0
/gols_tempo/664021000000;20230814;1;1;0;7;0;0
/gols_tempo/664021000000;20230818;1;1;0;10;0;0
/gols_tempo/664021000000;20230820;1;1;0;8;0;0
/golscamp;20230812;1;1;0;54;0;0
/golscamp;20230813;1;1;0;35;0;0
/grafico;20230804;1;1;0;32;0;0
/grafico;20230806;1;1;0;3;0;0
/grafico;20230811;1;1;0;5;0;0
/grafico;20230812;1;1;0;2;0;0
/grafico;20230817;1;1;0;24;0;0
/grafico_adversario/200;20230803;1;1;0;133;0;0
/grafico_artilheiro/420;20230808;1;1;0;34;0;0
/grafico_artilheiro/500;20230806;1;1;0;38;0;0
/grafico_artilheiro/500;20230807;1;1;0;8;0;0
/grafico_artilheiro/500;20230809;1;1;0;13;0;0
/grafico_artilheiro/500;20230813;1;1;0;442;0;0
/grafico_artilheiro/500;20230815;1;1;0;34;0;0
/grafico_artilheiro/500;20230818;1;1;0;3;0;0
/grafico_artilheiro/500;20230819;1;1;0;13;0;0
/grafico_artilheiro/501;20230810;1;1;0;7;0;0
/grafico_artilheiro/501;20230813;1;1;0;28;0;0
/grafico_artilheiro/502;20230813;1;1;0;44;0;0
/grafico_artilheiro/511;20230813;1;1;0;2;0;0
/grafico_artilheiro/512;20230815;1;1;0;55;0;0
/grafico_artilheiro/515;20230810;1;1;0;0;0;0
/grafico_artilheiro/532;20230814;1;1;0;2;0;0
/grafico_artilheiro/561;20230809;1;1;0;14;0;0
/grafico_artilheiro/562;20230809;1;1;0;40;0;0
/grafico_artilheiro/562;20230813;1;1;0;6;0;0
/grafico_artilheiro/562;20230820;1;1;0;56;0;0
/grafico_artilheiro/600;20230813;1;1;0;9;0;0
/grafico_artilheiro/600;20230816;1;1;0;11;0;0
/grafico_artilheiro/606;20230810;1;1;0;21;0;0
/grafico_artilheiro/608;20230809;1;1;0;2;0;0
/grafico_artilheiro/636;20230803;1;1;0;12;0;0
/grafico_artilheiro/636;20230809;1;1;0;3;0;0
/grafico_artilheiro/636;20230810;1;1;0;4;0;0
/grafico_artilheiro/636;20230816;1;1;0;3;0;0
/grafico_assistencia/601;20230809;1;1;0;32;0;0
/grafico_assistencia/616;20230816;1;1;0;3;0;0
/grafico_assistencia/620;20230805;1;1;0;16;0;0
/grafico_assistencia/620;20230816;1;1;0;1;0;0
/grafico_assistencia/621;20230816;1;1;0;17;0;0
/grafico_assistencia/622;20230818;1;1;0;39;0;0
/grafico_assistencia/624;20230810;1;1;0;12;0;0
/grafico_campeonato/203;20230803;1;1;0;211;0;0
/grafico_campeonato/303;20230808;1;1;0;63;0;0
/grafico_campeonato/517;20230809;1;1;0;2;0;0
/grafico_campeonato/517;20230815;1;1;0;22;0;0
/grafico_combinado/628;20230809;1;1;0;24;0;0
/grafico_estadio/162;20230820;1;1;0;39;0;0
/grafico_estadio/202;20230803;1;1;0;238;0;0
/grafico_estadio/202;20230809;1;1;0;111;0;0
/grafico_estadio/202;20230820;1;1;0;39;0;0
/grafico_evolucao/637;20230809;1;1;0;106;0;0
/grafico_jogador/120;20230813;1;1;0;4;0;0
/idades/651000000000;20230808;1;1;0;67;0;0
/idades/651000000000;20230812;1;1;0;5;0;0
/idades/651020000000;20230812;1;1;0;2;0;0
/idades/651021000000;20230804;1;1;0;107;0;0
/idades/651021000000;20230812;1;1;0;6;0;0
/idades/652000000000;20230808;1;1;0;54;0;0
/idades/652000000000;20230818;1;1;0;3;0;0
/idades/652020000000;20230812;1;1;0;5;0;0
/idades/652021000000;20230810;1;1;0;9;0;0
/idades/652021000000;20230812;1;1;0;11;0;0
/idades/652021000000;20230817;1;1;0;3;0;0
/idades/661000000000;20230816;1;1;0;5;0;0
/idades/661000000000;20230817;1;1;0;14;0;0
/idades/661000000000;20230820;1;1;0;30;0;0
/idades/661021000000;20230814;1;1;0;0;0;0
/idades/661021000000;20230820;1;1;0;4;0;0
/idades/662020000000;20230820;1;1;0;32;0;0
/idades/662021000000;20230814;1;1;0;8;0;0
/idades/662021000000;20230820;1;1;0;105;0;0
/inicio;20230820;1;1;0;4;0;0
/jogador_cartao/671240000000;20230808;1;1;0;4;0;0
/jogestcamp/;20230815;1;1;0;94;0;0
/jogos_gols;20230810;1;1;0;11;0;0
/link_adversario/114;20230807;1;1;0;1;0;0
/link_adversario/115;20230803;1;1;0;3;0;0
/link_adversario/115;20230815;1;1;0;2;0;0
/link_adversario/116;20230813;1;1;0;7;0;0
/link_adversario/117;20230807;1;1;0;18;0;0
/link_adversario/117;20230812;1;1;0;19;0;0
/link_adversario/122;20230807;1;1;0;4;0;0
/link_adversario/122;20230809;1;1;0;3;0;0
/link_adversario/123;20230807;1;1;0;4;0;0
/link_adversario/124;20230807;1;1;0;2;0;0
/link_adversario/125;20230807;1;1;0;10;0;0
/link_adversario/125;20230810;1;1;1;1;0;0
/link_adversario/125;20230818;1;1;1;4;0;0
/link_adversario/136;20230805;1;1;0;8;0;0
/link_adversario/139;20230804;1;1;0;8;0;0
/link_adversario/141;20230802;1;1;0;60;0;0
/link_adversario/141;20230813;1;1;0;16;0;0
/link_adversario/143;20230803;1;1;0;2;0;0
/link_adversario/143;20230808;1;1;0;2;0;0
/link_adversario/147;20230806;1;1;1;71;0;0
/link_adversario/151;20230806;1;1;1;28;0;0
/link_adversario/151;20230811;1;1;1;72;0;0
/link_adversario/152;20230804;1;1;0;32;0;0
/link_adversario/152;20230805;1;1;0;24;0;0
/link_adversario/152;20230807;1;1;0;4;0;0
/link_adversario/152;20230809;1;1;0;21;0;0
/link_adversario/152;20230817;1;1;0;3;0;0
/link_adversario/152;20230818;1;1;0;4;0;0
/link_adversario/166;20230807;1;1;0;41;0;0
/link_adversario/170;20230810;1;1;0;67;0;0
/link_adversario/182;20230809;1;1;0;11;0;0
/link_adversario/201;20230804;1;1;1;32;0;0
/link_adversario/203;20230810;1;1;0;15;0;0
/link_adversario/204;20230807;1;1;0;5;0;0
/link_adversario/208;20230812;1;1;0;10;0;0
/link_adversario/224;20230812;1;1;0;17;0;0
/link_adversario/242;20230812;1;1;0;6;0;0
/link_adversario/25;20230809;1;1;0;25;0;0
/link_adversario/277;20230802;1;1;0;10;0;0
/link_adversario/277;20230807;1;1;0;20;0;0
/link_adversario/286;20230813;1;1;0;10;0;0
/link_adversario/297;20230806;1;1;0;32;0;0
/link_adversario/310;20230810;1;1;1;28;0;0
/link_adversario/330;20230818;1;1;0;19;0;0
/link_adversario/334;20230810;1;1;0;3;0;0
/link_adversario/35;20230803;1;1;0;3;0;0
/link_adversario/35;20230811;1;1;0;17;0;0
/link_adversario/35;20230812;1;1;0;7;0;0
/link_adversario/35;20230814;1;1;0;9;0;0
/link_adversario/36;20230812;1;1;0;1;0;0
/link_adversario/370;20230813;1;1;1;5;0;0
/link_adversario/370;20230820;1;1;1;15;0;0
/link_adversario/386;20230809;1;1;0;4;0;0
/link_adversario/393;20230807;1;1;0;29;0;0
/link_adversario/393;20230809;1;1;0;23;0;0
/link_adversario/40;20230803;1;1;0;0;0;0
/link_adversario/40;20230810;1;1;0;6;0;0
/link_adversario/40;20230813;1;1;0;39;0;0
/link_adversario/401;20230802;1;1;0;7;0;0
/link_adversario/401;20230809;1;1;0;19;0;0
/link_adversario/401;20230810;1;1;0;4;0;0
/link_adversario/401;20230812;1;1;0;10;0;0
/link_adversario/402;20230810;1;1;0;2;0;0
/link_adversario/402;20230812;1;1;0;15;0;0
/link_adversario/405;20230815;1;1;0;2;0;0
/link_adversario/410;20230815;1;1;0;21;0;0
/link_adversario/418;20230805;1;1;0;5;0;0
/link_adversario/418;20230815;1;1;0;13;0;0
/link_adversario/418;20230820;1;1;0;44;0;0
/link_adversario/431;20230807;1;1;0;3;0;0
/link_adversario/432;20230806;1;1;0;34;0;0
/link_adversario/460;20230814;1;1;0;3;0;0
/link_adversario/461;20230807;1;1;0;16;0;0
/link_adversario/461;20230808;1;1;1;31;0;0
/link_adversario/461;20230811;1;1;0;15;0;0
/link_adversario/461;20230812;1;1;1;0;0;0
/link_adversario/461;20230819;1;1;1;8;0;0
/link_adversario/461;20230820;1;1;1;2;0;0
/link_adversario/462;20230819;1;1;0;9;0;0
/link_adversario/464;20230808;1;1;0;40;0;0
/link_adversario/471;20230811;1;1;1;64;0;0
/link_adversario/471;20230819;1;1;0;3;0;0
/link_adversario/48;20230805;1;1;1;42;0;0
/link_adversario/48;20230806;1;1;0;14;0;0
/link_adversario/48;20230812;1;1;0;17;0;0
/link_adversario/487;20230805;1;1;0;35;0;0
/link_adversario/49;20230802;1;1;0;5;0;0
/link_adversario/49;20230807;1;1;0;3;0;0
/link_adversario/49;20230808;1;1;0;13;0;0
/link_adversario/49;20230812;1;1;0;2;0;0
/link_adversario/49;20230816;1;1;0;41;0;0
/link_adversario/494;20230807;1;1;0;3;0;0
/link_adversario/494;20230809;1;1;0;7;0;0
/link_adversario/510;20230806;1;1;0;23;0;0
/link_adversario/511;20230804;1;1;1;13;0;0
/link_adversario/511;20230805;1;1;1;9;0;0
/link_adversario/511;20230806;1;1;1;10;0;0
/link_adversario/511;20230808;1;1;1;33;0;0
/link_adversario/511;20230809;1;1;1;28;0;0
/link_adversario/511;20230812;1;1;1;38;0;0
/link_adversario/511;20230815;1;1;1;0;0;0
/link_adversario/511;20230820;1;1;1;15;0;0
/link_adversario/514;20230820;1;1;0;2;0;0
/link_adversario/516;20230804;1;1;1;35;0;0
/link_adversario/517;20230820;1;1;1;45;0;0
/link_adversario/525;20230807;1;1;0;4;0;0
/link_adversario/526;20230807;1;1;1;7;0;0
/link_adversario/526;20230816;1;1;1;20;0;0
/link_adversario/529;20230807;1;1;0;15;0;0
/link_adversario/529;20230808;1;1;1;0;0;0
/link_adversario/529;20230809;1;1;0;7;0;0
/link_adversario/529;20230812;1;0;0;0;0;0
/link_adversario/529;20230816;1;1;1;21;0;0
/link_adversario/54;20230807;1;1;1;13;0;0
/link_adversario/54;20230819;1;1;1;8;0;0
/link_adversario/551;20230807;1;1;0;7;0;0
/link_adversario/569;20230807;1;1;0;15;0;0
/link_adversario/57;20230806;1;1;0;4;0;0
/link_adversario/57;20230811;1;1;0;13;0;0
/link_adversario/597;20230809;1;1;0;3;0;0
/link_adversario/597;20230812;1;1;0;8;0;0
/link_adversario/60;20230812;1;1;0;8;0;0
/link_adversario/62;20230803;1;1;0;0;0;0
/link_adversario/62;20230812;1;1;0;0;0;0
/link_adversario/62;20230816;1;1;0;4;0;0
/link_adversario/62;20230820;1;1;0;4;0;0
/link_adversario/637;20230805;1;1;0;18;0;0
/link_adversario/64;20230807;1;1;0;8;0;0
/link_adversario/64;20230812;1;1;0;23;0;0
/link_adversario/643;20230804;1;1;0;2;0;0
/link_adversario/656;20230805;1;1;1;5;0;0
/link_adversario/656;20230806;1;1;1;9;0;0
/link_adversario/656;20230808;1;1;1;6;0;0
/link_adversario/656;20230810;1;1;1;61;0;0
/link_adversario/656;20230811;1;1;1;11;0;0
/link_adversario/656;20230812;1;1;0;7;0;0
/link_adversario/656;20230819;1;1;1;0;0;0
/link_adversario/682;20230814;1;1;0;7;0;0
/link_adversario/686;20230819;1;1;1;26;0;0
/link_adversario/701;20230807;1;1;0;17;0;0
/link_adversario/731;20230815;1;1;0;0;0;0
/link_adversario/741;20230809;1;1;0;11;0;0
/link_adversario/741;20230810;1;1;0;3;0;0
/link_adversario/741;20230812;1;1;0;16;0;0
/link_adversario/741;20230815;1;1;0;0;0;0
/link_adversario/743;20230807;1;1;0;4;0;0
/link_adversario/779;20230810;1;1;0;9;0;0
/link_adversario/787;20230807;1;1;0;16;0;0
/link_adversario/788;20230809;1;1;0;7;0;0
/link_adversario/80;20230803;1;1;0;16;0;0
/link_adversario/80;20230805;1;1;0;1;0;0
/link_adversario/80;20230813;1;1;0;83;0;0
/link_adversario/87;20230813;1;1;0;18;0;0
/link_arbitro/1015;20230802;1;1;0;1;0;0
/link_arbitro/1093;20230804;1;1;1;3;0;0
/link_arbitro/1122;20230807;1;1;0;0;0;0
/link_arbitro/1122;20230809;1;1;0;12;0;0
/link_arbitro/1122;20230812;1;1;0;7;0;0
/link_arbitro/1122;20230820;1;1;0;0;0;0
/link_arbitro/1157;20230807;1;1;0;0;0;0
/link_arbitro/1180;20230807;1;1;0;85;0;0
/link_arbitro/1209;20230806;1;1;0;0;0;0
/link_arbitro/1292;20230807;1;1;0;4;0;0
/link_arbitro/1292;20230820;1;1;1;14;0;0
/link_arbitro/1308;20230814;1;1;0;1;0;0
/link_arbitro/1308;20230819;1;1;0;0;0;0
/link_arbitro/1313;20230807;1;1;0;1;0;0
/link_arbitro/1332;20230811;1;1;0;1;0;0
/link_arbitro/1334;20230808;1;1;0;13;0;0
/link_arbitro/1334;20230809;1;1;0;9;0;0
/link_arbitro/1334;20230810;1;1;0;30;0;0
/link_arbitro/1372;20230807;1;1;0;9;0;0
/link_arbitro/1372;20230809;1;1;0;4;0;0
/link_arbitro/1376;20230812;1;1;0;3;0;0
/link_arbitro/1378;20230820;1;1;0;2;0;0
/link_arbitro/1516;20230808;1;1;0;3;0;0
/link_arbitro/1516;20230813;1;1;0;9;0;0
/link_arbitro/1517;20230806;1;1;0;3;0;0
/link_arbitro/1517;20230812;1;1;0;1;0;0
/link_arbitro/160;20230820;1;1;0;27;0;0
/link_arbitro/224;20230811;1;1;0;5;0;0
/link_arbitro/241;20230802;1;1;0;1;0;0
/link_arbitro/250;20230802;1;1;0;8;0;0
/link_arbitro/250;20230805;1;1;0;5;0;0
/link_arbitro/252;20230802;1;1;0;9;0;0
/link_arbitro/252;20230810;1;1;0;8;0;0
/link_arbitro/252;20230811;1;1;0;3;0;0
/link_arbitro/258;20230806;1;1;1;0;0;0
/link_arbitro/262;20230807;1;1;0;4;0;0
/link_arbitro/263;20230802;1;1;0;1;0;0
/link_arbitro/266;20230805;1;1;0;36;0;0
/link_arbitro/271;20230810;1;1;0;0;0;0
/link_arbitro/275;20230808;1;1;0;0;0;0
/link_arbitro/278;20230802;1;1;0;7;0;0
/link_arbitro/291;20230819;1;1;1;15;0;0
/link_arbitro/292;20230815;1;1;0;1;0;0
/link_arbitro/304;20230802;1;1;0;1;0;0
/link_arbitro/317;20230806;1;1;1;54;0;0
/link_arbitro/348;20230813;1;1;1;45;0;0
/link_arbitro/367;20230807;1;1;0;3;0;0
/link_arbitro/370;20230811;1;1;0;27;0;0
/link_arbitro/383;20230820;1;1;0;0;0;0
/link_arbitro/390;20230813;1;1;1;49;0;0
/link_arbitro/428;20230811;1;1;0;9;0;0
/link_arbitro/436;20230812;1;1;0;9;0;0
/link_arbitro/437;20230812;1;1;0;1;0;0
/link_arbitro/437;20230816;1;1;0;24;0;0
/link_arbitro/469;20230808;1;1;0;0;0;0
/link_arbitro/491;20230803;1;1;1;6;0;0
/link_arbitro/527;20230812;1;1;0;1;0;0
/link_arbitro/528;20230812;1;1;0;3;0;0
/link_arbitro/530;20230804;1;1;0;1;0;0
/link_arbitro/530;20230807;1;1;0;12;0;0
/link_arbitro/540;20230820;1;1;0;1;0;0
/link_arbitro/550;20230809;1;1;0;1;0;0
/link_arbitro/561;20230813;1;1;0;3;0;0
/link_arbitro/59;20230808;1;1;0;14;0;0
/link_arbitro/772;20230811;1;1;1;12;0;0
/link_assist/2015;20230811;1;1;0;3;0;0
/link_assist/2137;20230820;1;1;0;8;0;0
/link_assist/2404;20230809;1;1;0;28;0;0
/link_assist/2487;20230806;1;1;0;4;0;0
/link_assist/2492;20230808;1;1;0;1;0;0
/link_assist/853;20230810;1;1;0;1;0;0
/link_assist/950;20230806;1;1;0;18;0;0
/link_assist/972;20230816;1;1;0;10;0;0
/link_assist/976;20230812;1;1;0;2;0;0
/link_assist/977;20230811;1;1;0;92;0;0
/link_assist/981;20230810;1;1;0;2;0;0
/link_batedor/8490;20230811;1;1;0;12;0;0
/link_brasileiro/2005;20230818;1;1;0;8;0;0
/link_camisa/1;20230804;1;1;0;0;0;0
/link_camisa/1;20230810;1;1;0;15;0;0
/link_camisa/102;20230810;1;1;0;4;0;0
/link_camisa/104;20230810;1;1;0;2;0;0
/link_camisa/105;20230810;1;1;0;6;0;0
/link_camisa/106;20230812;1;1;0;0;0;0
/link_camisa/108;20230813;1;1;0;0;0;0
/link_camisa/110;20230813;1;1;0;3;0;0
/link_camisa/111;20230810;1;1;0;0;0;0
/link_camisa/111;20230813;1;1;0;8;0;0
/link_camisa/112;20230810;1;1;0;9;0;0
/link_camisa/113;20230810;1;1;0;21;0;0
/link_camisa/113;20230813;1;1;0;5;0;0
/link_camisa/113;20230816;1;1;0;4;0;0
/link_camisa/13;20230812;1;1;0;35;0;0
/link_camisa/2;20230810;1;1;0;18;0;0
/link_camisa/2;20230813;1;1;0;2;0;0
/link_camisa/28;20230806;1;1;0;18;0;0
/link_camisa/3;20230810;1;1;0;17;0;0
/link_camisa/3;20230813;1;1;0;2;0;0
/link_camisa/39;20230813;1;1;0;1;0;0
/link_camisa/4;20230810;1;1;0;29;0;0
/link_camisa/49;20230813;1;1;0;1;0;0
/link_camisa/5;20230810;1;1;0;3;0;0
/link_camisa/5;20230813;1;1;0;4;0;0
/link_camisa/51;20230813;1;1;0;3;0;0
/link_camisa/54;20230813;1;1;0;3;0;0
/link_camisa/63;20230815;1;1;0;3;0;0
/link_camisa/76;20230818;1;1;0;27;0;0
/link_camisa/79;20230804;1;1;0;4;0;0
/link_camisa/82;20230813;1;1;0;0;0;0
/link_camisa/84;20230813;1;1;0;1;0;0
/link_camisa/85;20230804;1;1;0;7;0;0
/link_camisa/87;20230810;1;1;0;3;0;0
/link_camisa/89;20230804;1;1;0;5;0;0
/link_campeonato/106;20230810;1;1;1;3;0;0
/link_campeonato/149;20230808;1;1;1;24;0;0
/link_campeonato/149;20230816;1;1;1;23;0;0
/link_campeonato/153;20230816;1;1;0;41;0;0
/link_campeonato/167;20230816;1;1;0;20;0;0
/link_campeonato/20;20230807;1;1;0;50;0;0
